idx,ID,topic,sub_topic,ground_truth_num,candidate,candidate_str,status,span_mode,seq_logprob,avg_logprob,char_logprob,n_tokens,entropy_step1,entropy_mean,candidate_token_ids,token_logprobs
22,flag_of_singapore_prompt1,Flags,flags,5,5,5,ok,exact,-8.439834594726562,-8.439834594726562,-8.439834594726562,1,0.0213807336986064,0.0213807336986064,[20],[-8.439834594726562]
22,flag_of_singapore_prompt1,Flags,flags,5,6,6,ok,exact,-8.939834594726562,-8.939834594726562,-8.939834594726562,1,0.0213807336986064,0.0213807336986064,[21],[-8.939834594726562]
22,flag_of_singapore_prompt1,Flags,flags,5,7,7,ok,exact,-10.299209594726562,-10.299209594726562,-10.299209594726562,1,0.0213807336986064,0.0213807336986064,[22],[-10.299209594726562]
24,flag_of_thailand_prompt1,Flags,flags,5,3,3,ok,exact,-9.534476280212402,-9.534476280212402,-9.534476280212402,1,0.0272456910461187,0.0272456910461187,[18],[-9.534476280212402]
24,flag_of_thailand_prompt1,Flags,flags,5,4,4,ok,exact,-6.971976280212402,-6.971976280212402,-6.971976280212402,1,0.0272456910461187,0.0272456910461187,[19],[-6.971976280212402]
24,flag_of_thailand_prompt1,Flags,flags,5,5,5,ok,exact,-6.612601280212402,-6.612601280212402,-6.612601280212402,1,0.0272456910461187,0.0272456910461187,[20],[-6.612601280212402]
24,flag_of_thailand_prompt1,Flags,flags,5,6,6,ok,exact,-8.565726280212402,-8.565726280212402,-8.565726280212402,1,0.0272456910461187,0.0272456910461187,[21],[-8.565726280212402]
24,flag_of_thailand_prompt1,Flags,flags,5,7,7,ok,exact,-9.878226280212402,-9.878226280212402,-9.878226280212402,1,0.0272456910461187,0.0272456910461187,[22],[-9.878226280212402]
26,flag_of_uruguay_prompt1,Flags,flags,9,7,7,ok,exact,-11.580246925354004,-11.580246925354004,-11.580246925354004,1,0.0186505280435085,0.0186505280435085,[22],[-11.580246925354004]
26,flag_of_uruguay_prompt1,Flags,flags,9,8,8,ok,exact,-12.298996925354004,-12.298996925354004,-12.298996925354004,1,0.0186505280435085,0.0186505280435085,[23],[-12.298996925354004]
26,flag_of_uruguay_prompt1,Flags,flags,9,9,9,ok,exact,-13.002121925354004,-13.002121925354004,-13.002121925354004,1,0.0186505280435085,0.0186505280435085,[24],[-13.002121925354004]
26,flag_of_uruguay_prompt1,Flags,flags,9,10,10,ok,exact,-12.981192648410795,-6.490596324205399,-6.490596324205399,2,0.0185814015567302,0.868431931361556,"[16, 15]","[-12.095865249633789, -0.8853273987770081]"
26,flag_of_uruguay_prompt1,Flags,flags,9,11,11,ok,exact,-14.543692588806152,-7.271846294403076,-7.271846294403076,2,0.0185814015567302,0.868431931361556,"[16, 16]","[-12.095865249633789, -2.4478273391723633]"
28,flag_of_uzbekistan_prompt1,Flags,flags,12,10,10,ok,exact,-8.120287537574768,-4.060143768787384,-4.060143768787384,2,0.0589141324162483,0.968192670494318,"[16, 15]","[-7.038834095001221, -1.0814534425735474]"
28,flag_of_uzbekistan_prompt1,Flags,flags,12,11,11,ok,exact,-8.667162537574768,-4.333581268787384,-4.333581268787384,2,0.0589141324162483,0.968192670494318,"[16, 16]","[-7.038834095001221, -1.6283284425735474]"
28,flag_of_uzbekistan_prompt1,Flags,flags,12,12,12,ok,exact,-8.932787537574768,-4.466393768787384,-4.466393768787384,2,0.0589141324162483,0.968192670494318,"[16, 17]","[-7.038834095001221, -1.8939534425735474]"
28,flag_of_uzbekistan_prompt1,Flags,flags,12,13,13,ok,exact,-9.51091241836548,-4.755456209182739,-4.755456209182739,2,0.0589141324162483,0.968192670494318,"[16, 18]","[-7.038834095001221, -2.472078323364258]"
28,flag_of_uzbekistan_prompt1,Flags,flags,12,14,14,ok,exact,-9.87028741836548,-4.935143709182739,-4.935143709182739,2,0.0589141324162483,0.968192670494318,"[16, 19]","[-7.038834095001221, -2.831453323364258]"
30,flag_of_venezuela_prompt1,Flags,flags,8,6,6,ok,exact,-11.019289016723633,-11.019289016723633,-11.019289016723633,1,0.0338555127382278,0.0338555127382278,[21],[-11.019289016723633]
30,flag_of_venezuela_prompt1,Flags,flags,8,7,7,ok,exact,-9.425539016723633,-9.425539016723633,-9.425539016723633,1,0.0338555127382278,0.0338555127382278,[22],[-9.425539016723633]
30,flag_of_venezuela_prompt1,Flags,flags,8,8,8,ok,exact,-7.831789016723633,-7.831789016723633,-7.831789016723633,1,0.0338555127382278,0.0338555127382278,[23],[-7.831789016723633]
30,flag_of_venezuela_prompt1,Flags,flags,8,9,9,ok,exact,-9.503664016723633,-9.503664016723633,-9.503664016723633,1,0.0338555127382278,0.0338555127382278,[24],[-9.503664016723633]
30,flag_of_venezuela_prompt1,Flags,flags,8,10,10,ok,exact,-8.742471903562546,-4.371235951781273,-4.371235951781273,2,0.033397126942873,0.2010638061910867,"[16, 15]","[-8.675479888916016, -0.06699201464653015]"
32,flag_of_zimbabwe_prompt1,Flags,flags,7,5,5,ok,exact,-6.178375720977783,-6.178375720977783,-6.178375720977783,1,0.0528149604797363,0.0528149604797363,[20],[-6.178375720977783]
32,flag_of_zimbabwe_prompt1,Flags,flags,7,6,6,ok,exact,-6.834625720977783,-6.834625720977783,-6.834625720977783,1,0.0528149604797363,0.0528149604797363,[21],[-6.834625720977783]
32,flag_of_zimbabwe_prompt1,Flags,flags,7,7,7,ok,exact,-7.990875720977783,-7.990875720977783,-7.990875720977783,1,0.0528149604797363,0.0528149604797363,[22],[-7.990875720977783]
32,flag_of_zimbabwe_prompt1,Flags,flags,7,8,8,ok,exact,-8.865876197814941,-8.865876197814941,-8.865876197814941,1,0.0528149604797363,0.0528149604797363,[23],[-8.865876197814941]
32,flag_of_zimbabwe_prompt1,Flags,flags,7,9,9,ok,exact,-10.05337619781494,-10.05337619781494,-10.05337619781494,1,0.0528149604797363,0.0528149604797363,[24],[-10.053376197814941]
34,flag_of_the_philippines_prompt1,Flags,flags,3,1,1,ok,exact,-10.518980026245115,-10.518980026245115,-10.518980026245115,1,0.0267861802130937,0.0267861802130937,[16],[-10.518980026245117]
34,flag_of_the_philippines_prompt1,Flags,flags,3,2,2,ok,exact,-8.659605026245117,-8.659605026245117,-8.659605026245117,1,0.0267861802130937,0.0267861802130937,[17],[-8.659605026245117]
34,flag_of_the_philippines_prompt1,Flags,flags,3,3,3,ok,exact,-9.768980026245115,-9.768980026245115,-9.768980026245115,1,0.0267861802130937,0.0267861802130937,[18],[-9.768980026245117]
34,flag_of_the_philippines_prompt1,Flags,flags,3,4,4,ok,exact,-10.378355026245115,-10.378355026245115,-10.378355026245115,1,0.0267861802130937,0.0267861802130937,[19],[-10.378355026245117]
34,flag_of_the_philippines_prompt1,Flags,flags,3,5,5,ok,exact,-11.753355026245115,-11.753355026245115,-11.753355026245115,1,0.0267861802130937,0.0267861802130937,[20],[-11.753355026245117]
36,flag_of_the_united_states_prompt1,Flags,flags,50,48,48,ok,exact,-7.865065395832062,-3.932532697916031,-3.932532697916031,2,0.0554905831813812,0.5170441716909409,"[19, 23]","[-7.569274425506592, -0.29579097032546997]"
36,flag_of_the_united_states_prompt1,Flags,flags,50,49,49,ok,exact,-9.880690336227415,-4.9403451681137085,-4.9403451681137085,2,0.0554905831813812,0.5170441716909409,"[19, 24]","[-7.569274425506592, -2.311415910720825]"
36,flag_of_the_united_states_prompt1,Flags,flags,50,50,50,ok,exact,-6.7675433829426765,-3.3837716914713383,-3.3837716914713383,2,0.0554905831813812,0.2806996554136276,"[20, 15]","[-6.663024425506592, -0.10451895743608475]"
36,flag_of_the_united_states_prompt1,Flags,flags,50,51,51,ok,exact,-10.751918315887451,-5.375959157943726,-5.375959157943726,2,0.0554905831813812,0.2806996554136276,"[20, 16]","[-6.663024425506592, -4.088893890380859]"
36,flag_of_the_united_states_prompt1,Flags,flags,50,52,52,ok,exact,-11.626918315887451,-5.813459157943726,-5.813459157943726,2,0.0554905831813812,0.2806996554136276,"[20, 17]","[-6.663024425506592, -4.963893890380859]"
38,african_elephant_prompt1,Animals,animal,4,2,2,ok,exact,-13.009265899658203,-13.009265899658203,-13.009265899658203,1,0.0587354749441146,0.0587354749441146,[17],[-13.009265899658203]
38,african_elephant_prompt1,Animals,animal,4,3,3,ok,exact,-13.274890899658203,-13.274890899658203,-13.274890899658203,1,0.0587354749441146,0.0587354749441146,[18],[-13.274890899658203]
38,african_elephant_prompt1,Animals,animal,4,4,4,ok,exact,-4.821766376495361,-4.821766376495361,-4.821766376495361,1,0.0587354749441146,0.0587354749441146,[19],[-4.821766376495361]
38,african_elephant_prompt1,Animals,animal,4,5,5,ok,exact,-12.181140899658203,-12.181140899658203,-12.181140899658203,1,0.0587354749441146,0.0587354749441146,[20],[-12.181140899658203]
38,african_elephant_prompt1,Animals,animal,4,6,6,ok,exact,-11.181140899658203,-11.181140899658203,-11.181140899658203,1,0.0587354749441146,0.0587354749441146,[21],[-11.181140899658203]
40,african_wild_dog_prompt1,Animals,animal,4,2,2,ok,exact,-12.92452907562256,-12.92452907562256,-12.92452907562256,1,0.0209479145705699,0.0209479145705699,[17],[-12.924529075622559]
40,african_wild_dog_prompt1,Animals,animal,4,3,3,ok,exact,-14.89327907562256,-14.89327907562256,-14.89327907562256,1,0.0209479145705699,0.0209479145705699,[18],[-14.893279075622559]
40,african_wild_dog_prompt1,Animals,animal,4,4,4,ok,exact,-6.096404075622559,-6.096404075622559,-6.096404075622559,1,0.0209479145705699,0.0209479145705699,[19],[-6.096404075622559]
40,african_wild_dog_prompt1,Animals,animal,4,5,5,ok,exact,-14.01827907562256,-14.01827907562256,-14.01827907562256,1,0.0209479145705699,0.0209479145705699,[20],[-14.018279075622559]
40,african_wild_dog_prompt1,Animals,animal,4,6,6,ok,exact,-12.19015407562256,-12.19015407562256,-12.19015407562256,1,0.0209479145705699,0.0209479145705699,[21],[-12.190154075622559]
42,alpaca_prompt1,Animals,animal,4,2,2,ok,exact,-12.752339363098145,-12.752339363098145,-12.752339363098145,1,0.0199009887874126,0.0199009887874126,[17],[-12.752339363098145]
42,alpaca_prompt1,Animals,animal,4,3,3,ok,exact,-14.002339363098145,-14.002339363098145,-14.002339363098145,1,0.0199009887874126,0.0199009887874126,[18],[-14.002339363098145]
42,alpaca_prompt1,Animals,animal,4,4,4,ok,exact,-6.3617143630981445,-6.3617143630981445,-6.3617143630981445,1,0.0199009887874126,0.0199009887874126,[19],[-6.3617143630981445]
42,alpaca_prompt1,Animals,animal,4,5,5,ok,exact,-13.330464363098145,-13.330464363098145,-13.330464363098145,1,0.0199009887874126,0.0199009887874126,[20],[-13.330464363098145]
42,alpaca_prompt1,Animals,animal,4,6,6,ok,exact,-12.017964363098145,-12.017964363098145,-12.017964363098145,1,0.0199009887874126,0.0199009887874126,[21],[-12.017964363098145]
44,antelope_prompt1,Animals,animal,4,2,2,ok,exact,-12.755342483520508,-12.755342483520508,-12.755342483520508,1,0.0381066016852855,0.0381066016852855,[17],[-12.755342483520508]
44,antelope_prompt1,Animals,animal,4,3,3,ok,exact,-13.474092483520508,-13.474092483520508,-13.474092483520508,1,0.0381066016852855,0.0381066016852855,[18],[-13.474092483520508]
44,antelope_prompt1,Animals,animal,4,4,4,ok,exact,-5.380342960357666,-5.380342960357666,-5.380342960357666,1,0.0381066016852855,0.0381066016852855,[19],[-5.380342960357666]
44,antelope_prompt1,Animals,animal,4,5,5,ok,exact,-12.864717483520508,-12.864717483520508,-12.864717483520508,1,0.0381066016852855,0.0381066016852855,[20],[-12.864717483520508]
44,antelope_prompt1,Animals,animal,4,6,6,ok,exact,-9.864717483520508,-9.864717483520508,-9.864717483520508,1,0.0381066016852855,0.0381066016852855,[21],[-9.864717483520508]
46,arctic_fox_prompt1,Animals,animal,4,2,2,ok,exact,-12.5027494430542,-12.5027494430542,-12.5027494430542,1,0.0218127444386482,0.0218127444386482,[17],[-12.5027494430542]
46,arctic_fox_prompt1,Animals,animal,4,3,3,ok,exact,-14.5183744430542,-14.5183744430542,-14.5183744430542,1,0.0218127444386482,0.0218127444386482,[18],[-14.5183744430542]
46,arctic_fox_prompt1,Animals,animal,4,4,4,ok,exact,-6.080873966217041,-6.080873966217041,-6.080873966217041,1,0.0218127444386482,0.0218127444386482,[19],[-6.080873966217041]
46,arctic_fox_prompt1,Animals,animal,4,5,5,ok,exact,-14.0652494430542,-14.0652494430542,-14.0652494430542,1,0.0218127444386482,0.0218127444386482,[20],[-14.0652494430542]
46,arctic_fox_prompt1,Animals,animal,4,6,6,ok,exact,-12.2058744430542,-12.2058744430542,-12.2058744430542,1,0.0218127444386482,0.0218127444386482,[21],[-12.2058744430542]
48,asian_elephant_prompt1,Animals,animal,4,2,2,ok,exact,-13.271810531616213,-13.271810531616213,-13.271810531616213,1,0.0422874614596366,0.0422874614596366,[17],[-13.271810531616211]
48,asian_elephant_prompt1,Animals,animal,4,3,3,ok,exact,-13.849935531616213,-13.849935531616213,-13.849935531616213,1,0.0422874614596366,0.0422874614596366,[18],[-13.849935531616211]
48,asian_elephant_prompt1,Animals,animal,4,4,4,ok,exact,-5.240560531616211,-5.240560531616211,-5.240560531616211,1,0.0422874614596366,0.0422874614596366,[19],[-5.240560531616211]
48,asian_elephant_prompt1,Animals,animal,4,5,5,ok,exact,-12.818685531616213,-12.818685531616213,-12.818685531616213,1,0.0422874614596366,0.0422874614596366,[20],[-12.818685531616211]
48,asian_elephant_prompt1,Animals,animal,4,6,6,ok,exact,-11.974935531616213,-11.974935531616213,-11.974935531616213,1,0.0422874614596366,0.0422874614596366,[21],[-11.974935531616211]
50,audi_prompt1,Logos,cars,4,2,2,ok,exact,-11.584264755249023,-11.584264755249023,-11.584264755249023,1,0.0495338961482048,0.0495338961482048,[17],[-11.584264755249023]
50,audi_prompt1,Logos,cars,4,3,3,ok,exact,-10.287389755249023,-10.287389755249023,-10.287389755249023,1,0.0495338961482048,0.0495338961482048,[18],[-10.287389755249023]
50,audi_prompt1,Logos,cars,4,4,4,ok,exact,-6.646764755249023,-6.646764755249023,-6.646764755249023,1,0.0495338961482048,0.0495338961482048,[19],[-6.646764755249023]
50,audi_prompt1,Logos,cars,4,5,5,ok,exact,-11.068639755249023,-11.068639755249023,-11.068639755249023,1,0.0495338961482048,0.0495338961482048,[20],[-11.068639755249023]
50,audi_prompt1,Logos,cars,4,6,6,ok,exact,-11.349889755249023,-11.349889755249023,-11.349889755249023,1,0.0495338961482048,0.0495338961482048,[21],[-11.349889755249023]
52,audi_prompt1,Logos,cars,4,2,2,ok,exact,-10.93129539489746,-10.93129539489746,-10.93129539489746,1,0.0709213241934776,0.0709213241934776,[17],[-10.931295394897461]
52,audi_prompt1,Logos,cars,4,3,3,ok,exact,-8.962545394897461,-8.962545394897461,-8.962545394897461,1,0.0709213241934776,0.0709213241934776,[18],[-8.962545394897461]
52,audi_prompt1,Logos,cars,4,4,4,ok,exact,-6.946920394897461,-6.946920394897461,-6.946920394897461,1,0.0709213241934776,0.0709213241934776,[19],[-6.946920394897461]
52,audi_prompt1,Logos,cars,4,5,5,ok,exact,-11.18129539489746,-11.18129539489746,-11.18129539489746,1,0.0709213241934776,0.0709213241934776,[20],[-11.181295394897461]
52,audi_prompt1,Logos,cars,4,6,6,ok,exact,-11.58754539489746,-11.58754539489746,-11.58754539489746,1,0.0709213241934776,0.0709213241934776,[21],[-11.587545394897461]
54,audi_prompt1,Logos,cars,4,2,2,ok,exact,-9.654991149902344,-9.654991149902344,-9.654991149902344,1,0.0996338874101638,0.0996338874101638,[17],[-9.654991149902344]
54,audi_prompt1,Logos,cars,4,3,3,ok,exact,-6.983116149902344,-6.983116149902344,-6.983116149902344,1,0.0996338874101638,0.0996338874101638,[18],[-6.983116149902344]
54,audi_prompt1,Logos,cars,4,4,4,ok,exact,-8.826866149902344,-8.826866149902344,-8.826866149902344,1,0.0996338874101638,0.0996338874101638,[19],[-8.826866149902344]
54,audi_prompt1,Logos,cars,4,5,5,ok,exact,-10.514366149902344,-10.514366149902344,-10.514366149902344,1,0.0996338874101638,0.0996338874101638,[20],[-10.514366149902344]
54,audi_prompt1,Logos,cars,4,6,6,ok,exact,-9.654991149902344,-9.654991149902344,-9.654991149902344,1,0.0996338874101638,0.0996338874101638,[21],[-9.654991149902344]
