idx,ID,image_path,topic,sub_topic,question_type,type_of_question,prompt,prompt_used_for_generation,ground_truth,ground_truth_raw,ground_truth_num,model_answer,pred_norm,gt_norm,pred_num,correct_exact,correct_numeric,generation_error,expected_bias,proxy_bias_value,proxy_bias_definition,candidate_policy,candidate_set,num_candidates_attempted,num_candidates_scored,answer_step,detected_digit,detected_token_text,gold_seq_logprob,gold_avg_logprob,gold_char_logprob,gold_entropy_step1,gold_entropy_mean,gold_n_tokens,gold_span_mode,bias_seq_logprob,bias_avg_logprob,bias_char_logprob,bias_entropy_step1,bias_entropy_mean,bias_n_tokens,bias_span_mode,seq_margin,avg_margin,char_margin,gt_rank_seq,prefers_gold,prefers_gt_seq,entropy_candidates,entropy_step1,entropy_mean,generated_matches_proxy,full_hallucination,same_length,length_matched,relative_change,gt_minus_bias,direction,gold_uncond_avg_lp,bias_uncond_avg_lp,gold_uncond_char_lp,bias_uncond_char_lp,gold_pmi,bias_pmi,pmi_margin,prefers_gold_pmi,gold_char_pmi,bias_char_pmi,char_pmi_margin,prefers_gold_char_pmi
20,flag_of_new_zealand_prompt1,original_images/images/Flag of New Zealand.png,Flags,flags,Counting/Illusion,Counting/Illusion,"How many stars are there in this flag? Answer with a number in curly brackets, e.g., {9}.","How many stars are there in this flag? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4.0,True,True,,3,3,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1.0,4.0,4,-8.47017765045166,-8.47017765045166,-8.47017765045166,0.0136865796521306,0.0136865796521306,1,exact,-10.25142765045166,-10.25142765045166,-10.25142765045166,0.0136865796521306,0.0136865796521306,1,exact,1.78125,1.78125,1.78125,1,True,True,0.8203030228614807,0.4018693566322326,0.2077528946101665,False,False,True,True,0.3333333333333333,1.0,GT>proxy,-7.2960333824157715,-7.7022833824157715,-7.2960333824157715,-7.7022833824157715,-1.1741442680358887,-2.5491442680358887,1.375,True,-1.1741442680358887,-2.5491442680358887,1.375,True
22,flag_of_singapore_prompt1,original_images/images/Flag of Singapore.png,Flags,flags,Counting/Illusion,Counting/Illusion,"How many stars are there in this flag? Answer with a number in curly brackets, e.g., {9}.","How many stars are there in this flag? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",5,5,5,{5},5,5,5.0,True,True,,6,6,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[3, 4, 5, 6, 7]",5,5,1.0,5.0,5,-8.439834594726562,-8.439834594726562,-8.439834594726562,0.0213807336986064,0.0213807336986064,1,exact,-8.939834594726562,-8.939834594726562,-8.939834594726562,0.0213807336986064,0.0213807336986064,1,exact,0.5,0.5,0.5,1,True,True,1.0493429899215698,0.8500503301620483,0.435443458147347,False,False,True,True,0.1666666666666666,-1.0,GT<proxy,-7.4210333824157715,-8.022595405578613,-7.4210333824157715,-8.022595405578613,-1.018801212310791,-0.9172391891479492,-0.1015620231628418,False,-1.018801212310791,-0.9172391891479492,-0.1015620231628418,False
24,flag_of_thailand_prompt1,original_images/images/Flag of Thailand.png,Flags,flags,Counting/Illusion,Counting/Illusion,"How many stripes are there in this flag? Answer with a number in curly brackets, e.g., {9}.","How many stripes are there in this flag? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",5,5,5,{5},5,5,5.0,True,True,,4,4,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[3, 4, 5, 6, 7]",5,5,1.0,5.0,5,-6.612601280212402,-6.612601280212402,-6.612601280212402,0.0272456910461187,0.0272456910461187,1,exact,-6.971976280212402,-6.971976280212402,-6.971976280212402,0.0272456910461187,0.0272456910461187,1,exact,0.359375,0.359375,0.359375,1,True,True,1.0777158737182615,1.124207854270935,0.5753497593104839,False,False,True,True,0.25,1.0,GT>proxy,-7.4210333824157715,-7.2960333824157715,-7.4210333824157715,-7.2960333824157715,0.8084321022033691,0.32405710220336914,0.484375,True,0.8084321022033691,0.32405710220336914,0.484375,True
26,flag_of_uruguay_prompt1,original_images/images/Flag of Uruguay.png,Flags,flags,Counting/Illusion,Counting/Illusion,"How many stripes are there in this flag? Answer with a number in curly brackets, e.g., {9}.","How many stripes are there in this flag? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",9,9,9,{4},4,9,4.0,False,False,,10,10,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[7, 8, 9, 10, 11]",5,5,1.0,4.0,4,-13.002121925354004,-13.002121925354004,-13.002121925354004,0.0186505280435085,0.0186505280435085,1,exact,-12.981192648410795,-6.490596324205399,-6.490596324205399,0.0185814015567302,0.868431931361556,2,exact,-0.0209292769432067,-6.511525601148605,-6.511525601148605,5,False,False,0.6676177978515625,1.094005823135376,0.5562466718256474,False,True,False,False,0.1,-1.0,GT<proxy,-8.077282905578613,-3.9695411920547485,-8.077282905578613,-3.9695411920547485,-4.924839019775391,-2.52105513215065,-2.4037838876247406,False,-4.924839019775391,-2.52105513215065,-2.4037838876247406,False
28,flag_of_uzbekistan_prompt1,original_images/images/Flag of Uzbekistan.png,Flags,flags,Counting/Illusion,Counting/Illusion,"How many stars are there in this flag? Answer with a number in curly brackets, e.g., {9}.","How many stars are there in this flag? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",12,12,12,{10,{10,12,10.0,False,False,,10,10,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[10, 11, 12, 13, 14]",5,5,1.0,1.0,1,-8.932787537574768,-4.466393768787384,-4.466393768787384,0.0589141324162483,0.968192670494318,2,exact,-8.120287537574768,-4.060143768787384,-4.060143768787384,0.0589141324162483,0.968192670494318,2,exact,-0.8125,-0.40625,-0.40625,3,False,False,1.5628652572631836,1.6010478734970093,0.8289724737405777,False,True,True,True,0.2,2.0,GT>proxy,-4.1648536920547485,-3.9695411920547485,-4.1648536920547485,-3.9695411920547485,-0.3015400767326355,-0.0906025767326355,-0.2109375,False,-0.3015400767326355,-0.0906025767326355,-0.2109375,False
30,flag_of_venezuela_prompt1,original_images/images/Flag of Venezuela.png,Flags,flags,Counting/Illusion,Counting/Illusion,"How many stars are there in this flag? Answer with a number in curly brackets, e.g., {9}.","How many stars are there in this flag? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",8,8,8,{8},8,8,8.0,True,True,,10,10,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[6, 7, 8, 9, 10]",5,5,1.0,8.0,8,-7.831789016723633,-7.831789016723633,-7.831789016723633,0.0338555127382278,0.0338555127382278,1,exact,-8.742471903562546,-4.371235951781273,-4.371235951781273,0.033397126942873,0.2010638061910867,2,exact,0.910682886838913,-3.46055306494236,-3.46055306494236,2,False,False,0.2161375880241394,0.761283814907074,0.3967732079327106,False,False,False,False,0.2,-2.0,GT<proxy,-8.069470405578613,-3.9695411920547485,-8.069470405578613,-3.9695411920547485,0.23768138885498047,-0.40169475972652435,0.6393761485815048,True,0.23768138885498047,-0.40169475972652435,0.6393761485815048,True
32,flag_of_zimbabwe_prompt1,original_images/images/Flag of Zimbabwe.png,Flags,flags,Counting/Illusion,Counting/Illusion,"How many stripes are there in this flag? Answer with a number in curly brackets, e.g., {9}.","How many stripes are there in this flag? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",7,7,7,{5},5,7,5.0,False,False,,5,5,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[5, 6, 7, 8, 9]",5,5,1.0,5.0,5,-7.990875720977783,-7.990875720977783,-7.990875720977783,0.0528149604797363,0.0528149604797363,1,exact,-6.178375720977783,-6.178375720977783,-6.178375720977783,0.0528149604797363,0.0528149604797363,1,exact,-1.8125,-1.8125,-1.8125,3,False,False,1.0794909000396729,1.576816439628601,0.8139023296535015,True,False,True,True,0.4,2.0,GT>proxy,-8.046032905578613,-7.4210333824157715,-8.046032905578613,-7.4210333824157715,0.05515718460083008,1.2426576614379883,-1.1875004768371582,False,0.05515718460083008,1.2426576614379883,-1.1875004768371582,False
34,flag_of_the_philippines_prompt1,original_images/images/Flag of the Philippines.png,Flags,flags,Counting/Illusion,Counting/Illusion,"How many stars are there in this flag? Answer with a number in curly brackets, e.g., {9}.","How many stars are there in this flag? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,3,{3},3,3,3.0,True,True,,2,2,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[1, 2, 3, 4, 5]",5,5,1.0,3.0,3,-9.768980026245115,-9.768980026245115,-9.768980026245115,0.0267861802130937,0.0267861802130937,1,exact,-8.659605026245117,-8.659605026245117,-8.659605026245117,0.0267861802130937,0.0267861802130937,1,exact,-1.109375,-1.109375,-1.109375,2,False,False,1.1820623874664309,1.1633200645446775,0.5951853273436427,False,False,True,True,0.5,1.0,GT>proxy,-7.7022833824157715,-7.3038458824157715,-7.7022833824157715,-7.3038458824157715,-2.066696643829344,-1.3557591438293457,-0.7109374999999982,False,-2.066696643829344,-1.3557591438293457,-0.7109374999999982,False
36,flag_of_the_united_states_prompt1,original_images/images/Flag of the United States.png,Flags,flags,Counting/Illusion,Counting/Illusion,"How many stars are there in this flag? Answer with a number in curly brackets, e.g., {9}.","How many stars are there in this flag? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",50,50,50,{50,{50,50,50.0,False,True,,48,48,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[48, 49, 50, 51, 52]",5,5,1.0,5.0,5,-6.7675433829426765,-3.3837716914713383,-3.3837716914713383,0.0554905831813812,0.2806996554136276,2,exact,-7.865065395832062,-3.932532697916031,-3.932532697916031,0.0554905831813812,0.5170441716909409,2,exact,1.0975220128893852,0.5487610064446926,0.5487610064446926,1,True,True,1.2614266872406006,1.1114754676818848,0.5832501575350761,False,True,True,True,0.0416666666666666,2.0,GT>proxy,-4.829480171203613,-5.203404784202576,-4.829480171203613,-5.203404784202576,1.445708479732275,1.2708720862865448,0.1748363934457302,True,1.445708479732275,1.2708720862865448,0.1748363934457302,True
38,african_elephant_prompt1,original_images/images/african elephant.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4.0,True,True,,6,6,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1.0,4.0,4,-4.821766376495361,-4.821766376495361,-4.821766376495361,0.0587354749441146,0.0587354749441146,1,exact,-11.181140899658203,-11.181140899658203,-11.181140899658203,0.0587354749441146,0.0587354749441146,1,exact,6.359374523162842,6.359374523162842,6.359374523162842,1,True,True,0.0225669965147972,0.0058056442067027,0.0322635038755834,False,False,True,True,0.3333333333333333,-2.0,GT<proxy,-7.2960333824157715,-8.022595405578613,-7.2960333824157715,-8.022595405578613,2.47426700592041,-3.15854549407959,5.6328125,True,2.47426700592041,-3.15854549407959,5.6328125,True
40,african_wild_dog_prompt1,original_images/images/african wild dog.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4.0,True,True,,6,6,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1.0,4.0,4,-6.096404075622559,-6.096404075622559,-6.096404075622559,0.0209479145705699,0.0209479145705699,1,exact,-12.19015407562256,-12.19015407562256,-12.19015407562256,0.0209479145705699,0.0209479145705699,1,exact,6.09375,6.09375,6.09375,1,True,True,0.0290997698903083,0.0342740565538406,0.027539849281311,False,False,True,True,0.3333333333333333,-2.0,GT<proxy,-7.2960333824157715,-8.022595405578613,-7.2960333824157715,-8.022595405578613,1.199629306793213,-4.167558670043947,5.36718797683716,True,1.199629306793213,-4.167558670043947,5.36718797683716,True
42,alpaca_prompt1,original_images/images/alpaca.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4.0,True,True,,6,6,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1.0,4.0,4,-6.3617143630981445,-6.3617143630981445,-6.3617143630981445,0.0199009887874126,0.0199009887874126,1,exact,-12.017964363098145,-12.017964363098145,-12.017964363098145,0.0199009887874126,0.0199009887874126,1,exact,5.65625,5.65625,5.65625,1,True,True,0.0470240041613578,0.0078308340162038,0.0137223042547702,False,False,True,True,0.3333333333333333,-2.0,GT<proxy,-7.2960333824157715,-8.022595405578613,-7.2960333824157715,-8.022595405578613,0.934319019317627,-3.9953689575195312,4.929687976837158,True,0.934319019317627,-3.9953689575195312,4.929687976837158,True
44,antelope_prompt1,original_images/images/antelope.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4.0,True,True,,6,6,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1.0,4.0,4,-5.380342960357666,-5.380342960357666,-5.380342960357666,0.0381066016852855,0.0381066016852855,1,exact,-9.864717483520508,-9.864717483520508,-9.864717483520508,0.0381066016852855,0.0381066016852855,1,exact,4.484374523162842,4.484374523162842,4.484374523162842,1,True,True,0.0738165006041526,0.044079914689064,0.0415134448558092,False,False,True,True,0.3333333333333333,-2.0,GT<proxy,-7.2960333824157715,-8.022595405578613,-7.2960333824157715,-8.022595405578613,1.9156904220581055,-1.8421220779418945,3.7578125,True,1.9156904220581055,-1.8421220779418945,3.7578125,True
46,arctic_fox_prompt1,original_images/images/arctic fox.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4.0,True,True,,6,6,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1.0,4.0,4,-6.080873966217041,-6.080873966217041,-6.080873966217041,0.0218127444386482,0.0218127444386482,1,exact,-12.2058744430542,-12.2058744430542,-12.2058744430542,0.0218127444386482,0.0218127444386482,1,exact,6.125000476837158,6.125000476837158,6.125000476837158,1,True,True,0.0326232239603996,0.0225552581250667,0.0221320241689682,False,False,True,True,0.3333333333333333,-2.0,GT<proxy,-7.2960333824157715,-8.022595405578613,-7.2960333824157715,-8.022595405578613,1.2151594161987305,-4.183279037475586,5.398438453674316,True,1.2151594161987305,-4.183279037475586,5.398438453674316,True
48,asian_elephant_prompt1,original_images/images/asian elephant.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4.0,True,True,,6,6,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1.0,4.0,4,-5.240560531616211,-5.240560531616211,-5.240560531616211,0.0422874614596366,0.0422874614596366,1,exact,-11.974935531616213,-11.974935531616213,-11.974935531616213,0.0422874614596366,0.0422874614596366,1,exact,6.734375,6.734375,6.734375,1,True,True,0.0182377249002456,0.0045836986973881,0.0231664632447063,False,False,True,True,0.3333333333333333,-2.0,GT<proxy,-7.2960333824157715,-8.022595405578613,-7.2960333824157715,-8.022595405578613,2.0554728507995605,-3.9523401260375994,6.00781297683716,True,2.0554728507995605,-3.9523401260375994,6.00781297683716,True
