idx,ID,topic,sub_topic,ground_truth_num,run_mode,fallback_used,original_error_before_fallback,image_resize_applied,max_image_side,original_image_width,original_image_height,processed_image_width,processed_image_height,input_ids_shape,pixel_values_shape,num_image_crops,candidate,candidate_str,status,span_mode,seq_logprob,avg_logprob,char_logprob,entropy_step1,entropy_mean,n_tokens,candidate_token_ids,token_logprobs
4,flag_of_cape_verde_prompt1,Flags,flags,10,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,8,8,ok,exact,-1.944912314414978,-1.944912314414978,-1.944912314414978,1.0679643154144287,1.0679643154144287,1,[23],[-1.944912314414978]
4,flag_of_cape_verde_prompt1,Flags,flags,10,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,9,9,ok,exact,-3.1480371952056885,-3.1480371952056885,-3.1480371952056885,1.0679643154144287,1.0679643154144287,1,[24],[-3.1480371952056885]
4,flag_of_cape_verde_prompt1,Flags,flags,10,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,10,10,ok,exact,-3.6754186004400253,-1.8377093002200127,-1.8377093002200127,1.0679643154144287,0.8220294415950775,2,"[16, 15]","[-3.5074121952056885, -0.16800640523433685]"
4,flag_of_cape_verde_prompt1,Flags,flags,10,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,11,11,ok,exact,-6.5347936153411865,-3.2673968076705933,-3.2673968076705933,1.0679643154144287,0.8220294415950775,2,"[16, 16]","[-3.5074121952056885, -3.027381420135498]"
4,flag_of_cape_verde_prompt1,Flags,flags,10,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,12,12,ok,exact,-5.8472936153411865,-2.9236468076705933,-2.9236468076705933,1.0679643154144287,0.8220294415950775,2,"[16, 17]","[-3.5074121952056885, -2.339881420135498]"
6,flag_of_china_prompt1,Flags,flags,5,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,3,3,ok,exact,-8.185468673706055,-8.185468673706055,-8.185468673706055,0.3814563751220703,0.3814563751220703,1,[18],[-8.185468673706055]
6,flag_of_china_prompt1,Flags,flags,5,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,4,4,ok,exact,-5.982343673706055,-5.982343673706055,-5.982343673706055,0.3814563751220703,0.3814563751220703,1,[19],[-5.982343673706055]
6,flag_of_china_prompt1,Flags,flags,5,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,5,5,ok,exact,-3.3104686737060547,-3.3104686737060547,-3.3104686737060547,0.3814563751220703,0.3814563751220703,1,[20],[-3.3104686737060547]
6,flag_of_china_prompt1,Flags,flags,5,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,6,6,ok,exact,-3.9042186737060547,-3.9042186737060547,-3.9042186737060547,0.3814563751220703,0.3814563751220703,1,[21],[-3.9042186737060547]
6,flag_of_china_prompt1,Flags,flags,5,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,7,7,ok,exact,-5.138593673706055,-5.138593673706055,-5.138593673706055,0.3814563751220703,0.3814563751220703,1,[22],[-5.138593673706055]
8,flag_of_comoros_prompt1,Flags,flags,4,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,2,2,ok,exact,-5.79580020904541,-5.79580020904541,-5.79580020904541,1.3729976415634155,1.3729976415634155,1,[17],[-5.79580020904541]
8,flag_of_comoros_prompt1,Flags,flags,4,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,3,3,ok,exact,-3.57705020904541,-3.57705020904541,-3.57705020904541,1.3729976415634155,1.3729976415634155,1,[18],[-3.57705020904541]
8,flag_of_comoros_prompt1,Flags,flags,4,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,4,4,ok,exact,-1.1864252090454102,-1.1864252090454102,-1.1864252090454102,1.3729976415634155,1.3729976415634155,1,[19],[-1.1864252090454102]
8,flag_of_comoros_prompt1,Flags,flags,4,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,5,5,ok,exact,-1.4208002090454102,-1.4208002090454102,-1.4208002090454102,1.3729976415634155,1.3729976415634155,1,[20],[-1.4208002090454102]
8,flag_of_comoros_prompt1,Flags,flags,4,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,6,6,ok,exact,-4.09267520904541,-4.09267520904541,-4.09267520904541,1.3729976415634155,1.3729976415634155,1,[21],[-4.09267520904541]
10,flag_of_cuba_prompt1,Flags,flags,5,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,3,3,ok,exact,-2.1491706371307373,-2.1491706371307373,-2.1491706371307373,0.6051174998283386,0.6051174998283386,1,[18],[-2.1491706371307373]
10,flag_of_cuba_prompt1,Flags,flags,5,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,4,4,ok,exact,-5.774170398712158,-5.774170398712158,-5.774170398712158,0.6051174998283386,0.6051174998283386,1,[19],[-5.774170398712158]
10,flag_of_cuba_prompt1,Flags,flags,5,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,5,5,ok,exact,-6.789795398712158,-6.789795398712158,-6.789795398712158,0.6051174998283386,0.6051174998283386,1,[20],[-6.789795398712158]
10,flag_of_cuba_prompt1,Flags,flags,5,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,6,6,ok,exact,-6.610107898712158,-6.610107898712158,-6.610107898712158,0.6051174998283386,0.6051174998283386,1,[21],[-6.610107898712158]
10,flag_of_cuba_prompt1,Flags,flags,5,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,7,7,ok,exact,-7.563232898712158,-7.563232898712158,-7.563232898712158,0.6051174998283386,0.6051174998283386,1,[22],[-7.563232898712158]
12,flag_of_europe_prompt1,Flags,flags,12,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,10,10,ok,exact,-10.37851619720459,-5.189258098602295,-5.189258098602295,0.1640874445438385,0.12904226779937744,2,"[16, 15]","[-3.4711575508117676, -6.907358646392822]"
12,flag_of_europe_prompt1,Flags,flags,12,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,11,11,ok,exact,-10.78476619720459,-5.392383098602295,-5.392383098602295,0.1640874445438385,0.12904226779937744,2,"[16, 16]","[-3.4711575508117676, -7.313608646392822]"
12,flag_of_europe_prompt1,Flags,flags,12,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,12,12,ok,exact,-3.487891308963299,-1.7439456544816494,-1.7439456544816494,0.1640874445438385,0.12904226779937744,2,"[16, 17]","[-3.4711575508117676, -0.01673375815153122]"
12,flag_of_europe_prompt1,Flags,flags,12,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,13,13,ok,exact,-7.70664119720459,-3.853320598602295,-3.853320598602295,0.1640874445438385,0.12904226779937744,2,"[16, 18]","[-3.4711575508117676, -4.235483646392822]"
12,flag_of_europe_prompt1,Flags,flags,12,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,14,14,ok,exact,-12.620704174041748,-6.310352087020874,-6.310352087020874,0.1640874445438385,0.12904226779937744,2,"[16, 19]","[-3.4711575508117676, -9.14954662322998]"
14,flag_of_greece_prompt1,Flags,flags,9,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,7,7,ok,exact,-4.549496173858643,-4.549496173858643,-4.549496173858643,1.167359471321106,1.167359471321106,1,[22],[-4.549496173858643]
14,flag_of_greece_prompt1,Flags,flags,9,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,8,8,ok,exact,-5.049496173858643,-5.049496173858643,-5.049496173858643,1.167359471321106,1.167359471321106,1,[23],[-5.049496173858643]
14,flag_of_greece_prompt1,Flags,flags,9,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,9,9,ok,exact,-5.377621173858643,-5.377621173858643,-5.377621173858643,1.167359471321106,1.167359471321106,1,[24],[-5.377621173858643]
14,flag_of_greece_prompt1,Flags,flags,9,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,10,10,ok,exact,-7.48495090007782,-3.74247545003891,-3.74247545003891,1.167359471321106,1.5616994500160217,2,"[16, 15]","[-6.424496173858643, -1.0604547262191772]"
14,flag_of_greece_prompt1,Flags,flags,9,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,11,11,ok,exact,-8.57870101928711,-4.289350509643555,-4.289350509643555,1.167359471321106,1.5616994500160217,2,"[16, 16]","[-6.424496173858643, -2.154204845428467]"
16,flag_of_grenada_prompt1,Flags,flags,7,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,5,5,ok,exact,-7.685916423797607,-7.685916423797607,-7.685916423797607,0.47751858830451965,0.47751858830451965,1,[20],[-7.685916423797607]
16,flag_of_grenada_prompt1,Flags,flags,7,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,6,6,ok,exact,-6.014041423797607,-6.014041423797607,-6.014041423797607,0.47751858830451965,0.47751858830451965,1,[21],[-6.014041423797607]
16,flag_of_grenada_prompt1,Flags,flags,7,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,7,7,ok,exact,-4.560916423797607,-4.560916423797607,-4.560916423797607,0.47751858830451965,0.47751858830451965,1,[22],[-4.560916423797607]
16,flag_of_grenada_prompt1,Flags,flags,7,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,8,8,ok,exact,-2.8109164237976074,-2.8109164237976074,-2.8109164237976074,0.47751858830451965,0.47751858830451965,1,[23],[-2.8109164237976074]
16,flag_of_grenada_prompt1,Flags,flags,7,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,9,9,ok,exact,-4.092166423797607,-4.092166423797607,-4.092166423797607,0.47751858830451965,0.47751858830451965,1,[24],[-4.092166423797607]
18,flag_of_malaysia_prompt1,Flags,flags,14,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,12,12,ok,exact,-5.911001086235046,-2.955500543117523,-2.955500543117523,0.7938283085823059,1.3218779265880585,2,"[16, 17]","[-3.9676759243011475, -1.943325161933899]"
18,flag_of_malaysia_prompt1,Flags,flags,14,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,13,13,ok,exact,-5.379751086235046,-2.689875543117523,-2.689875543117523,0.7938283085823059,1.3218779265880585,2,"[16, 18]","[-3.9676759243011475, -1.412075161933899]"
18,flag_of_malaysia_prompt1,Flags,flags,14,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,14,14,ok,exact,-5.676626086235046,-2.838313043117523,-2.838313043117523,0.7938283085823059,1.3218779265880585,2,"[16, 19]","[-3.9676759243011475, -1.708950161933899]"
18,flag_of_malaysia_prompt1,Flags,flags,14,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,15,15,ok,exact,-7.411000967025757,-3.7055004835128784,-3.7055004835128784,0.7938283085823059,1.3218779265880585,2,"[16, 20]","[-3.9676759243011475, -3.4433250427246094]"
18,flag_of_malaysia_prompt1,Flags,flags,14,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,16,16,ok,exact,-8.192250967025757,-4.096125483512878,-4.096125483512878,0.7938283085823059,1.3218779265880585,2,"[16, 21]","[-3.9676759243011475, -4.224575042724609]"
20,flag_of_new_zealand_prompt1,Flags,flags,4,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,2,2,ok,exact,-8.446002006530762,-8.446002006530762,-8.446002006530762,0.24512143433094025,0.24512143433094025,1,[17],[-8.446002006530762]
20,flag_of_new_zealand_prompt1,Flags,flags,4,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,3,3,ok,exact,-6.758502006530762,-6.758502006530762,-6.758502006530762,0.24512143433094025,0.24512143433094025,1,[18],[-6.758502006530762]
20,flag_of_new_zealand_prompt1,Flags,flags,4,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,4,4,ok,exact,-3.406939744949341,-3.406939744949341,-3.406939744949341,0.24512143433094025,0.24512143433094025,1,[19],[-3.406939744949341]
20,flag_of_new_zealand_prompt1,Flags,flags,4,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,5,5,ok,exact,-4.860064506530762,-4.860064506530762,-4.860064506530762,0.24512143433094025,0.24512143433094025,1,[20],[-4.860064506530762]
20,flag_of_new_zealand_prompt1,Flags,flags,4,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,6,6,ok,exact,-7.977252006530762,-7.977252006530762,-7.977252006530762,0.24512143433094025,0.24512143433094025,1,[21],[-7.977252006530762]
22,flag_of_singapore_prompt1,Flags,flags,5,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,3,3,ok,exact,-8.495107650756836,-8.495107650756836,-8.495107650756836,0.4486798346042633,0.4486798346042633,1,[18],[-8.495107650756836]
22,flag_of_singapore_prompt1,Flags,flags,5,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,4,4,ok,exact,-5.596670150756836,-5.596670150756836,-5.596670150756836,0.4486798346042633,0.4486798346042633,1,[19],[-5.596670150756836]
22,flag_of_singapore_prompt1,Flags,flags,5,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,5,5,ok,exact,-2.081045150756836,-2.081045150756836,-2.081045150756836,0.4486798346042633,0.4486798346042633,1,[20],[-2.081045150756836]
22,flag_of_singapore_prompt1,Flags,flags,5,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,6,6,ok,exact,-6.018545150756836,-6.018545150756836,-6.018545150756836,0.4486798346042633,0.4486798346042633,1,[21],[-6.018545150756836]
22,flag_of_singapore_prompt1,Flags,flags,5,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,7,7,ok,exact,-8.284170150756836,-8.284170150756836,-8.284170150756836,0.4486798346042633,0.4486798346042633,1,[22],[-8.284170150756836]
24,flag_of_thailand_prompt1,Flags,flags,5,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,3,3,ok,exact,-1.2197167873382568,-1.2197167873382568,-1.2197167873382568,1.1084109544754028,1.1084109544754028,1,[18],[-1.2197167873382568]
24,flag_of_thailand_prompt1,Flags,flags,5,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,4,4,ok,exact,-3.250966787338257,-3.250966787338257,-3.250966787338257,1.1084109544754028,1.1084109544754028,1,[19],[-3.250966787338257]
24,flag_of_thailand_prompt1,Flags,flags,5,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,5,5,ok,exact,-4.110342025756836,-4.110342025756836,-4.110342025756836,1.1084109544754028,1.1084109544754028,1,[20],[-4.110342025756836]
24,flag_of_thailand_prompt1,Flags,flags,5,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,6,6,ok,exact,-3.063466787338257,-3.063466787338257,-3.063466787338257,1.1084109544754028,1.1084109544754028,1,[21],[-3.063466787338257]
24,flag_of_thailand_prompt1,Flags,flags,5,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,7,7,ok,exact,-5.883779525756836,-5.883779525756836,-5.883779525756836,1.1084109544754028,1.1084109544754028,1,[22],[-5.883779525756836]
26,flag_of_uruguay_prompt1,Flags,flags,9,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,7,7,ok,exact,-5.050627708435059,-5.050627708435059,-5.050627708435059,0.5807912945747375,0.5807912945747375,1,[22],[-5.050627708435059]
26,flag_of_uruguay_prompt1,Flags,flags,9,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,8,8,ok,exact,-5.503752708435059,-5.503752708435059,-5.503752708435059,0.5807912945747375,0.5807912945747375,1,[23],[-5.503752708435059]
26,flag_of_uruguay_prompt1,Flags,flags,9,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,9,9,ok,exact,-6.777190208435059,-6.777190208435059,-6.777190208435059,0.5807912945747375,0.5807912945747375,1,[24],[-6.777190208435059]
26,flag_of_uruguay_prompt1,Flags,flags,9,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,10,10,ok,exact,-7.8914318680763245,-3.9457159340381622,-3.9457159340381622,0.5807912945747375,1.0047712624073029,2,"[16, 15]","[-7.394377708435059, -0.49705415964126587]"
26,flag_of_uruguay_prompt1,Flags,flags,9,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,11,11,ok,exact,-10.01643180847168,-5.00821590423584,-5.00821590423584,0.5807912945747375,1.0047712624073029,2,"[16, 16]","[-7.394377708435059, -2.622054100036621]"
28,flag_of_uzbekistan_prompt1,Flags,flags,12,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,10,10,ok,exact,-4.233789443969727,-2.1168947219848633,-2.1168947219848633,1.0110267400741577,1.1547058820724487,2,"[16, 15]","[-3.1895012855529785, -1.044288158416748]"
28,flag_of_uzbekistan_prompt1,Flags,flags,12,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,11,11,ok,exact,-4.015039443969727,-2.0075197219848633,-2.0075197219848633,1.0110267400741577,1.1547058820724487,2,"[16, 16]","[-3.1895012855529785, -0.825538158416748]"
28,flag_of_uzbekistan_prompt1,Flags,flags,12,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,12,12,ok,exact,-5.077539443969727,-2.5387697219848633,-2.5387697219848633,1.0110267400741577,1.1547058820724487,2,"[16, 17]","[-3.1895012855529785, -1.888038158416748]"
28,flag_of_uzbekistan_prompt1,Flags,flags,12,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,13,13,ok,exact,-7.061914443969727,-3.5309572219848633,-3.5309572219848633,1.0110267400741577,1.1547058820724487,2,"[16, 18]","[-3.1895012855529785, -3.872413158416748]"
28,flag_of_uzbekistan_prompt1,Flags,flags,12,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,14,14,ok,exact,-7.780664443969727,-3.8903322219848633,-3.8903322219848633,1.0110267400741577,1.1547058820724487,2,"[16, 19]","[-3.1895012855529785, -4.591163158416748]"
30,flag_of_venezuela_prompt1,Flags,flags,8,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,6,6,ok,exact,-6.822481632232666,-6.822481632232666,-6.822481632232666,0.6112788319587708,0.6112788319587708,1,[21],[-6.822481632232666]
30,flag_of_venezuela_prompt1,Flags,flags,8,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,7,7,ok,exact,-3.799044132232666,-3.799044132232666,-3.799044132232666,0.6112788319587708,0.6112788319587708,1,[22],[-3.799044132232666]
30,flag_of_venezuela_prompt1,Flags,flags,8,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,8,8,ok,exact,-2.236544132232666,-2.236544132232666,-2.236544132232666,0.6112788319587708,0.6112788319587708,1,[23],[-2.236544132232666]
30,flag_of_venezuela_prompt1,Flags,flags,8,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,9,9,ok,exact,-3.674044132232666,-3.674044132232666,-3.674044132232666,0.6112788319587708,0.6112788319587708,1,[24],[-3.674044132232666]
30,flag_of_venezuela_prompt1,Flags,flags,8,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,10,10,ok,exact,-7.404606312513351,-3.7023031562566757,-3.7023031562566757,0.6112788319587708,0.7946428656578064,2,"[16, 15]","[-7.072481632232666, -0.3321246802806854]"
32,flag_of_zimbabwe_prompt1,Flags,flags,7,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,5,5,ok,exact,-3.7798209190368652,-3.7798209190368652,-3.7798209190368652,0.7287116050720215,0.7287116050720215,1,[20],[-3.7798209190368652]
32,flag_of_zimbabwe_prompt1,Flags,flags,7,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,6,6,ok,exact,-3.5454459190368652,-3.5454459190368652,-3.5454459190368652,0.7287116050720215,0.7287116050720215,1,[21],[-3.5454459190368652]
32,flag_of_zimbabwe_prompt1,Flags,flags,7,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,7,7,ok,exact,-4.639195919036865,-4.639195919036865,-4.639195919036865,0.7287116050720215,0.7287116050720215,1,[22],[-4.639195919036865]
32,flag_of_zimbabwe_prompt1,Flags,flags,7,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,8,8,ok,exact,-5.123570919036865,-5.123570919036865,-5.123570919036865,0.7287116050720215,0.7287116050720215,1,[23],[-5.123570919036865]
32,flag_of_zimbabwe_prompt1,Flags,flags,7,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,9,9,ok,exact,-5.467320919036865,-5.467320919036865,-5.467320919036865,0.7287116050720215,0.7287116050720215,1,[24],[-5.467320919036865]
34,flag_of_the_philippines_prompt1,Flags,flags,3,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,1,1,ok,exact,-6.345221519470215,-6.345221519470215,-6.345221519470215,0.37150052189826965,0.37150052189826965,1,[16],[-6.345221519470215]
34,flag_of_the_philippines_prompt1,Flags,flags,3,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,2,2,ok,exact,-6.438971519470215,-6.438971519470215,-6.438971519470215,0.37150052189826965,0.37150052189826965,1,[17],[-6.438971519470215]
34,flag_of_the_philippines_prompt1,Flags,flags,3,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,3,3,ok,exact,-5.063971519470215,-5.063971519470215,-5.063971519470215,0.37150052189826965,0.37150052189826965,1,[18],[-5.063971519470215]
34,flag_of_the_philippines_prompt1,Flags,flags,3,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,4,4,ok,exact,-4.282721519470215,-4.282721519470215,-4.282721519470215,0.37150052189826965,0.37150052189826965,1,[19],[-4.282721519470215]
34,flag_of_the_philippines_prompt1,Flags,flags,3,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,5,5,ok,exact,-5.157721519470215,-5.157721519470215,-5.157721519470215,0.37150052189826965,0.37150052189826965,1,[20],[-5.157721519470215]
36,flag_of_the_united_states_prompt1,Flags,flags,50,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,48,48,ok,exact,-6.545229986310005,-3.2726149931550026,-3.2726149931550026,0.6499938368797302,0.5843631029129028,2,"[19, 23]","[-6.426587104797363, -0.1186428815126419]"
36,flag_of_the_united_states_prompt1,Flags,flags,50,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,49,49,ok,exact,-9.4827299118042,-4.7413649559021,-4.7413649559021,0.6499938368797302,0.5843631029129028,2,"[19, 24]","[-6.426587104797363, -3.056142807006836]"
36,flag_of_the_united_states_prompt1,Flags,flags,50,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,50,50,ok,exact,-1.7475745785050094,-0.8737872892525047,-0.8737872892525047,0.6499938368797302,0.32842351915314794,2,"[20, 15]","[-1.7468998432159424, -0.00067473528906703]"
36,flag_of_the_united_states_prompt1,Flags,flags,50,original,False,,False,,768,512,768,512,"(1, 2749)","(1, 5, 3, 384, 384)",5,51,51,ok,exact,-9.856950044631958,-4.928475022315979,-4.928475022315979,0.6499938368797302,0.32842351915314794,2,"[20, 16]","[-1.7468998432159424, -8.110050201416016]"
