idx,ID,topic,sub_topic,ground_truth_num,candidate,candidate_str,status,span_mode,seq_logprob,avg_logprob,char_logprob,entropy_step1,entropy_mean,n_tokens,candidate_token_ids,token_logprobs
12,flag_of_europe_prompt1,Flags,flags,12,12,12,ok,exact,-10.989377965219319,-5.494688982609659,-5.494688982609659,0.028045881539583206,0.022583129815757275,2,"[16, 17]","[-10.98754596710205, -0.0018319981172680855]"
12,flag_of_europe_prompt1,Flags,flags,12,13,13,ok,exact,-19.489377975463867,-9.744688987731934,-9.744688987731934,0.028045881539583206,0.022583129815757275,2,"[16, 18]","[-10.98754596710205, -8.501832008361816]"
12,flag_of_europe_prompt1,Flags,flags,12,14,14,ok,exact,-22.520627975463867,-11.260313987731934,-11.260313987731934,0.028045881539583206,0.022583129815757275,2,"[16, 19]","[-10.98754596710205, -11.533082008361816]"
14,flag_of_greece_prompt1,Flags,flags,9,7,7,ok,exact,-13.588628768920898,-13.588628768920898,-13.588628768920898,0.025186536833643913,0.025186536833643913,1,[22],[-13.588628768920898]
14,flag_of_greece_prompt1,Flags,flags,9,8,8,ok,exact,-14.955816268920898,-14.955816268920898,-14.955816268920898,0.025186536833643913,0.025186536833643913,1,[23],[-14.955816268920898]
14,flag_of_greece_prompt1,Flags,flags,9,9,9,ok,exact,-14.494878768920898,-14.494878768920898,-14.494878768920898,0.025186536833643913,0.025186536833643913,1,[24],[-14.494878768920898]
14,flag_of_greece_prompt1,Flags,flags,9,10,10,ok,exact,-16.34093475341797,-8.170467376708984,-8.170467376708984,0.025186536833643913,0.6740587344393134,2,"[16, 15]","[-15.893316268920898, -0.4476184844970703]"
14,flag_of_greece_prompt1,Flags,flags,9,11,11,ok,exact,-17.73155975341797,-8.865779876708984,-8.865779876708984,0.025186536833643913,0.6740587344393134,2,"[16, 16]","[-15.893316268920898, -1.8382434844970703]"
16,flag_of_grenada_prompt1,Flags,flags,7,5,5,ok,exact,-17.252216339111328,-17.252216339111328,-17.252216339111328,0.019214030355215073,0.019214030355215073,1,[20],[-17.252216339111328]
16,flag_of_grenada_prompt1,Flags,flags,7,6,6,ok,exact,-14.135027885437012,-14.135027885437012,-14.135027885437012,0.019214030355215073,0.019214030355215073,1,[21],[-14.135027885437012]
16,flag_of_grenada_prompt1,Flags,flags,7,7,7,ok,exact,-12.299090385437012,-12.299090385437012,-12.299090385437012,0.019214030355215073,0.019214030355215073,1,[22],[-12.299090385437012]
16,flag_of_grenada_prompt1,Flags,flags,7,8,8,ok,exact,-13.306902885437012,-13.306902885437012,-13.306902885437012,0.019214030355215073,0.019214030355215073,1,[23],[-13.306902885437012]
16,flag_of_grenada_prompt1,Flags,flags,7,9,9,ok,exact,-16.244403839111328,-16.244403839111328,-16.244403839111328,0.019214030355215073,0.019214030355215073,1,[24],[-16.244403839111328]
18,flag_of_malaysia_prompt1,Flags,flags,14,12,12,ok,exact,-16.104758262634277,-8.052379131317139,-8.052379131317139,0.01929323934018612,0.3018314493820071,2,"[16, 17]","[-11.431650161743164, -4.673108100891113]"
18,flag_of_malaysia_prompt1,Flags,flags,14,13,13,ok,exact,-14.761008262634277,-7.380504131317139,-7.380504131317139,0.01929323934018612,0.3018314493820071,2,"[16, 18]","[-11.431650161743164, -3.3293581008911133]"
18,flag_of_malaysia_prompt1,Flags,flags,14,14,14,ok,exact,-11.57350817322731,-5.786754086613655,-5.786754086613655,0.01929323934018612,0.3018314493820071,2,"[16, 19]","[-11.431650161743164, -0.14185801148414612]"
18,flag_of_malaysia_prompt1,Flags,flags,14,15,15,ok,exact,-15.979758262634277,-7.989879131317139,-7.989879131317139,0.01929323934018612,0.3018314493820071,2,"[16, 20]","[-11.431650161743164, -4.548108100891113]"
18,flag_of_malaysia_prompt1,Flags,flags,14,16,16,ok,exact,-18.073508262634277,-9.036754131317139,-9.036754131317139,0.01929323934018612,0.3018314493820071,2,"[16, 21]","[-11.431650161743164, -6.641858100891113]"
20,flag_of_new_zealand_prompt1,Flags,flags,4,2,2,ok,exact,-19.045974731445312,-19.045974731445312,-19.045974731445312,0.026505736634135246,0.026505736634135246,1,[17],[-19.045974731445312]
20,flag_of_new_zealand_prompt1,Flags,flags,4,3,3,ok,exact,-13.698317527770996,-13.698317527770996,-13.698317527770996,0.026505736634135246,0.026505736634135246,1,[18],[-13.698317527770996]
20,flag_of_new_zealand_prompt1,Flags,flags,4,4,4,ok,exact,-10.901442527770996,-10.901442527770996,-10.901442527770996,0.026505736634135246,0.026505736634135246,1,[19],[-10.901442527770996]
20,flag_of_new_zealand_prompt1,Flags,flags,4,5,5,ok,exact,-14.995192527770996,-14.995192527770996,-14.995192527770996,0.026505736634135246,0.026505736634135246,1,[20],[-14.995192527770996]
20,flag_of_new_zealand_prompt1,Flags,flags,4,6,6,ok,exact,-15.362380027770996,-15.362380027770996,-15.362380027770996,0.026505736634135246,0.026505736634135246,1,[21],[-15.362380027770996]
22,flag_of_singapore_prompt1,Flags,flags,5,3,3,ok,exact,-16.661998748779297,-16.661998748779297,-16.661998748779297,0.046246305108070374,0.046246305108070374,1,[18],[-16.661998748779297]
22,flag_of_singapore_prompt1,Flags,flags,5,4,4,ok,exact,-12.466686248779297,-12.466686248779297,-12.466686248779297,0.046246305108070374,0.046246305108070374,1,[19],[-12.466686248779297]
22,flag_of_singapore_prompt1,Flags,flags,5,5,5,ok,exact,-10.154186248779297,-10.154186248779297,-10.154186248779297,0.046246305108070374,0.046246305108070374,1,[20],[-10.154186248779297]
22,flag_of_singapore_prompt1,Flags,flags,5,6,6,ok,exact,-13.216686248779297,-13.216686248779297,-13.216686248779297,0.046246305108070374,0.046246305108070374,1,[21],[-13.216686248779297]
22,flag_of_singapore_prompt1,Flags,flags,5,7,7,ok,exact,-13.982311248779297,-13.982311248779297,-13.982311248779297,0.046246305108070374,0.046246305108070374,1,[22],[-13.982311248779297]
24,flag_of_thailand_prompt1,Flags,flags,5,3,3,ok,exact,-15.281982421875,-15.281982421875,-15.281982421875,0.007869101129472256,0.007869101129472256,1,[18],[-15.281982421875]
24,flag_of_thailand_prompt1,Flags,flags,5,4,4,ok,exact,-10.563232421875,-10.563232421875,-10.563232421875,0.007869101129472256,0.007869101129472256,1,[19],[-10.563232421875]
24,flag_of_thailand_prompt1,Flags,flags,5,5,5,ok,exact,-13.086669921875,-13.086669921875,-13.086669921875,0.007869101129472256,0.007869101129472256,1,[20],[-13.086669921875]
24,flag_of_thailand_prompt1,Flags,flags,5,6,6,ok,exact,-16.391357421875,-16.391357421875,-16.391357421875,0.007869101129472256,0.007869101129472256,1,[21],[-16.391357421875]
24,flag_of_thailand_prompt1,Flags,flags,5,7,7,ok,exact,-18.539794921875,-18.539794921875,-18.539794921875,0.007869101129472256,0.007869101129472256,1,[22],[-18.539794921875]
26,flag_of_uruguay_prompt1,Flags,flags,9,7,7,ok,exact,-14.828937530517578,-14.828937530517578,-14.828937530517578,0.008612539619207382,0.008612539619207382,1,[22],[-14.828937530517578]
26,flag_of_uruguay_prompt1,Flags,flags,9,8,8,ok,exact,-15.922687530517578,-15.922687530517578,-15.922687530517578,0.008612539619207382,0.008612539619207382,1,[23],[-15.922687530517578]
26,flag_of_uruguay_prompt1,Flags,flags,9,9,9,ok,exact,-16.969562530517578,-16.969562530517578,-16.969562530517578,0.008612539619207382,0.008612539619207382,1,[24],[-16.969562530517578]
26,flag_of_uruguay_prompt1,Flags,flags,9,10,10,ok,exact,-17.98605179786682,-8.99302589893341,-8.99302589893341,0.008612539619207382,1.0901463758200407,2,"[16, 15]","[-16.813312530517578, -1.1727392673492432]"
26,flag_of_uruguay_prompt1,Flags,flags,9,11,11,ok,exact,-18.57980179786682,-9.28990089893341,-9.28990089893341,0.008612539619207382,1.0901463758200407,2,"[16, 16]","[-16.813312530517578, -1.7664892673492432]"
28,flag_of_uzbekistan_prompt1,Flags,flags,12,10,10,ok,exact,-15.57970929145813,-7.789854645729065,-7.789854645729065,0.023637281730771065,0.25692828837782145,2,"[16, 15]","[-12.8463716506958, -2.733337640762329]"
28,flag_of_uzbekistan_prompt1,Flags,flags,12,11,11,ok,exact,-16.03283429145813,-8.016417145729065,-8.016417145729065,0.023637281730771065,0.25692828837782145,2,"[16, 16]","[-12.8463716506958, -3.186462640762329]"
28,flag_of_uzbekistan_prompt1,Flags,flags,12,12,12,ok,exact,-12.970334224402905,-6.485167112201452,-6.485167112201452,0.023637281730771065,0.25692828837782145,2,"[16, 17]","[-12.8463716506958, -0.12396257370710373]"
28,flag_of_uzbekistan_prompt1,Flags,flags,12,13,13,ok,exact,-19.62658405303955,-9.813292026519775,-9.813292026519775,0.023637281730771065,0.25692828837782145,2,"[16, 18]","[-12.8463716506958, -6.78021240234375]"
28,flag_of_uzbekistan_prompt1,Flags,flags,12,14,14,ok,exact,-20.12658405303955,-10.063292026519775,-10.063292026519775,0.023637281730771065,0.25692828837782145,2,"[16, 19]","[-12.8463716506958, -7.28021240234375]"
30,flag_of_venezuela_prompt1,Flags,flags,8,6,6,ok,exact,-17.650928497314453,-17.650928497314453,-17.650928497314453,0.02188728377223015,0.02188728377223015,1,[21],[-17.650928497314453]
30,flag_of_venezuela_prompt1,Flags,flags,8,7,7,ok,exact,-14.494677543640137,-14.494677543640137,-14.494677543640137,0.02188728377223015,0.02188728377223015,1,[22],[-14.494677543640137]
30,flag_of_venezuela_prompt1,Flags,flags,8,8,8,ok,exact,-13.783740043640137,-13.783740043640137,-13.783740043640137,0.02188728377223015,0.02188728377223015,1,[23],[-13.783740043640137]
30,flag_of_venezuela_prompt1,Flags,flags,8,9,9,ok,exact,-13.854052543640137,-13.854052543640137,-13.854052543640137,0.02188728377223015,0.02188728377223015,1,[24],[-13.854052543640137]
30,flag_of_venezuela_prompt1,Flags,flags,8,10,10,ok,exact,-15.53293752670288,-7.76646876335144,-7.76646876335144,0.02188728377223015,1.0858987476676702,2,"[16, 15]","[-13.689990043640137, -1.8429474830627441]"
32,flag_of_zimbabwe_prompt1,Flags,flags,7,5,5,ok,exact,-14.16520881652832,-14.16520881652832,-14.16520881652832,0.011818638071417809,0.011818638071417809,1,[20],[-14.16520881652832]
32,flag_of_zimbabwe_prompt1,Flags,flags,7,6,6,ok,exact,-11.90739631652832,-11.90739631652832,-11.90739631652832,0.011818638071417809,0.011818638071417809,1,[21],[-11.90739631652832]
32,flag_of_zimbabwe_prompt1,Flags,flags,7,7,7,ok,exact,-12.57145881652832,-12.57145881652832,-12.57145881652832,0.011818638071417809,0.011818638071417809,1,[22],[-12.57145881652832]
32,flag_of_zimbabwe_prompt1,Flags,flags,7,8,8,ok,exact,-14.42302131652832,-14.42302131652832,-14.42302131652832,0.011818638071417809,0.011818638071417809,1,[23],[-14.42302131652832]
32,flag_of_zimbabwe_prompt1,Flags,flags,7,9,9,ok,exact,-15.64958381652832,-15.64958381652832,-15.64958381652832,0.011818638071417809,0.011818638071417809,1,[24],[-15.64958381652832]
34,flag_of_the_philippines_prompt1,Flags,flags,3,1,1,ok,exact,-16.215496063232422,-16.215496063232422,-16.215496063232422,0.037448763847351074,0.037448763847351074,1,[16],[-16.215496063232422]
34,flag_of_the_philippines_prompt1,Flags,flags,3,2,2,ok,exact,-13.223307609558105,-13.223307609558105,-13.223307609558105,0.037448763847351074,0.037448763847351074,1,[17],[-13.223307609558105]
34,flag_of_the_philippines_prompt1,Flags,flags,3,3,3,ok,exact,-10.481120109558105,-10.481120109558105,-10.481120109558105,0.037448763847351074,0.037448763847351074,1,[18],[-10.481120109558105]
34,flag_of_the_philippines_prompt1,Flags,flags,3,4,4,ok,exact,-12.801432609558105,-12.801432609558105,-12.801432609558105,0.037448763847351074,0.037448763847351074,1,[19],[-12.801432609558105]
34,flag_of_the_philippines_prompt1,Flags,flags,3,5,5,ok,exact,-16.113933563232422,-16.113933563232422,-16.113933563232422,0.037448763847351074,0.037448763847351074,1,[20],[-16.113933563232422]
36,flag_of_the_united_states_prompt1,Flags,flags,50,48,48,ok,exact,-16.39967632293701,-8.199838161468506,-8.199838161468506,0.023195214569568634,0.7661029435694218,2,"[19, 23]","[-15.065276145935059, -1.3344001770019531]"
36,flag_of_the_united_states_prompt1,Flags,flags,50,49,49,ok,exact,-17.27467632293701,-8.637338161468506,-8.637338161468506,0.023195214569568634,0.7661029435694218,2,"[19, 24]","[-15.065276145935059, -2.209400177001953]"
36,flag_of_the_united_states_prompt1,Flags,flags,50,50,50,ok,exact,-13.322111083194613,-6.661055541597307,-6.661055541597307,0.023195214569568634,0.04080297611653805,2,"[20, 15]","[-13.315276145935059, -0.006834937259554863]"
36,flag_of_the_united_states_prompt1,Flags,flags,50,51,51,ok,exact,-19.572111129760742,-9.786055564880371,-9.786055564880371,0.023195214569568634,0.04080297611653805,2,"[20, 16]","[-13.315276145935059, -6.256834983825684]"
36,flag_of_the_united_states_prompt1,Flags,flags,50,52,52,ok,exact,-21.806486129760742,-10.903243064880371,-10.903243064880371,0.023195214569568634,0.04080297611653805,2,"[20, 17]","[-13.315276145935059, -8.491209983825684]"
38,african_elephant_prompt1,Animals,animal,4,2,2,ok,exact,-18.618009567260742,-18.618009567260742,-18.618009567260742,0.008001260459423065,0.008001260459423065,1,[17],[-18.618009567260742]
38,african_elephant_prompt1,Animals,animal,4,3,3,ok,exact,-16.469572067260742,-16.469572067260742,-16.469572067260742,0.008001260459423065,0.008001260459423065,1,[18],[-16.469572067260742]
38,african_elephant_prompt1,Animals,animal,4,4,4,ok,exact,-7.938321590423584,-7.938321590423584,-7.938321590423584,0.008001260459423065,0.008001260459423065,1,[19],[-7.938321590423584]
38,african_elephant_prompt1,Animals,animal,4,5,5,ok,exact,-18.508634567260742,-18.508634567260742,-18.508634567260742,0.008001260459423065,0.008001260459423065,1,[20],[-18.508634567260742]
38,african_elephant_prompt1,Animals,animal,4,6,6,ok,exact,-17.610197067260742,-17.610197067260742,-17.610197067260742,0.008001260459423065,0.008001260459423065,1,[21],[-17.610197067260742]
40,african_wild_dog_prompt1,Animals,animal,4,2,2,ok,exact,-19.34469985961914,-19.34469985961914,-19.34469985961914,0.009031151421368122,0.009031151421368122,1,[17],[-19.34469985961914]
40,african_wild_dog_prompt1,Animals,animal,4,3,3,ok,exact,-17.17282485961914,-17.17282485961914,-17.17282485961914,0.009031151421368122,0.009031151421368122,1,[18],[-17.17282485961914]
40,african_wild_dog_prompt1,Animals,animal,4,4,4,ok,exact,-8.36032485961914,-8.36032485961914,-8.36032485961914,0.009031151421368122,0.009031151421368122,1,[19],[-8.36032485961914]
40,african_wild_dog_prompt1,Animals,animal,4,5,5,ok,exact,-18.03219985961914,-18.03219985961914,-18.03219985961914,0.009031151421368122,0.009031151421368122,1,[20],[-18.03219985961914]
40,african_wild_dog_prompt1,Animals,animal,4,6,6,ok,exact,-16.84469985961914,-16.84469985961914,-16.84469985961914,0.009031151421368122,0.009031151421368122,1,[21],[-16.84469985961914]
42,alpaca_prompt1,Animals,animal,4,2,2,ok,exact,-20.016338348388672,-20.016338348388672,-20.016338348388672,0.007162029854953289,0.007162029854953289,1,[17],[-20.016338348388672]
42,alpaca_prompt1,Animals,animal,4,3,3,ok,exact,-16.203838348388672,-16.203838348388672,-16.203838348388672,0.007162029854953289,0.007162029854953289,1,[18],[-16.203838348388672]
42,alpaca_prompt1,Animals,animal,4,4,4,ok,exact,-8.406964302062988,-8.406964302062988,-8.406964302062988,0.007162029854953289,0.007162029854953289,1,[19],[-8.406964302062988]
42,alpaca_prompt1,Animals,animal,4,5,5,ok,exact,-18.781963348388672,-18.781963348388672,-18.781963348388672,0.007162029854953289,0.007162029854953289,1,[20],[-18.781963348388672]
42,alpaca_prompt1,Animals,animal,4,6,6,ok,exact,-17.836650848388672,-17.836650848388672,-17.836650848388672,0.007162029854953289,0.007162029854953289,1,[21],[-17.836650848388672]
44,antelope_prompt1,Animals,animal,4,2,2,ok,exact,-19.55552101135254,-19.55552101135254,-19.55552101135254,0.007976533845067024,0.007976533845067024,1,[17],[-19.55552101135254]
44,antelope_prompt1,Animals,animal,4,3,3,ok,exact,-16.54770851135254,-16.54770851135254,-16.54770851135254,0.007976533845067024,0.007976533845067024,1,[18],[-16.54770851135254]
44,antelope_prompt1,Animals,animal,4,4,4,ok,exact,-8.469583511352539,-8.469583511352539,-8.469583511352539,0.007976533845067024,0.007976533845067024,1,[19],[-8.469583511352539]
44,antelope_prompt1,Animals,animal,4,5,5,ok,exact,-18.68052101135254,-18.68052101135254,-18.68052101135254,0.007976533845067024,0.007976533845067024,1,[20],[-18.68052101135254]
44,antelope_prompt1,Animals,animal,4,6,6,ok,exact,-17.39927101135254,-17.39927101135254,-17.39927101135254,0.007976533845067024,0.007976533845067024,1,[21],[-17.39927101135254]
46,arctic_fox_prompt1,Animals,animal,4,2,2,ok,exact,-18.93093490600586,-18.93093490600586,-18.93093490600586,0.011436482891440392,0.011436482891440392,1,[17],[-18.93093490600586]
46,arctic_fox_prompt1,Animals,animal,4,3,3,ok,exact,-16.43874740600586,-16.43874740600586,-16.43874740600586,0.011436482891440392,0.011436482891440392,1,[18],[-16.43874740600586]
46,arctic_fox_prompt1,Animals,animal,4,4,4,ok,exact,-8.376246452331543,-8.376246452331543,-8.376246452331543,0.011436482891440392,0.011436482891440392,1,[19],[-8.376246452331543]
46,arctic_fox_prompt1,Animals,animal,4,5,5,ok,exact,-18.36843490600586,-18.36843490600586,-18.36843490600586,0.011436482891440392,0.011436482891440392,1,[20],[-18.36843490600586]
46,arctic_fox_prompt1,Animals,animal,4,6,6,ok,exact,-17.73562240600586,-17.73562240600586,-17.73562240600586,0.011436482891440392,0.011436482891440392,1,[21],[-17.73562240600586]
48,asian_elephant_prompt1,Animals,animal,4,2,2,ok,exact,-18.500995635986328,-18.500995635986328,-18.500995635986328,0.009562784805893898,0.009562784805893898,1,[17],[-18.500995635986328]
48,asian_elephant_prompt1,Animals,animal,4,3,3,ok,exact,-16.579120635986328,-16.579120635986328,-16.579120635986328,0.009562784805893898,0.009562784805893898,1,[18],[-16.579120635986328]
48,asian_elephant_prompt1,Animals,animal,4,4,4,ok,exact,-8.047871589660645,-8.047871589660645,-8.047871589660645,0.009562784805893898,0.009562784805893898,1,[19],[-8.047871589660645]
48,asian_elephant_prompt1,Animals,animal,4,5,5,ok,exact,-18.219745635986328,-18.219745635986328,-18.219745635986328,0.009562784805893898,0.009562784805893898,1,[20],[-18.219745635986328]
48,asian_elephant_prompt1,Animals,animal,4,6,6,ok,exact,-17.360370635986328,-17.360370635986328,-17.360370635986328,0.009562784805893898,0.009562784805893898,1,[21],[-17.360370635986328]
50,audi_prompt1,Logos,cars,4,2,2,ok,exact,-17.463623046875,-17.463623046875,-17.463623046875,0.02330414578318596,0.02330414578318596,1,[17],[-17.463623046875]
50,audi_prompt1,Logos,cars,4,3,3,ok,exact,-12.322998046875,-12.322998046875,-12.322998046875,0.02330414578318596,0.02330414578318596,1,[18],[-12.322998046875]
50,audi_prompt1,Logos,cars,4,4,4,ok,exact,-10.268310546875,-10.268310546875,-10.268310546875,0.02330414578318596,0.02330414578318596,1,[19],[-10.268310546875]
50,audi_prompt1,Logos,cars,4,5,5,ok,exact,-15.338623046875,-15.338623046875,-15.338623046875,0.02330414578318596,0.02330414578318596,1,[20],[-15.338623046875]
50,audi_prompt1,Logos,cars,4,6,6,ok,exact,-15.635498046875,-15.635498046875,-15.635498046875,0.02330414578318596,0.02330414578318596,1,[21],[-15.635498046875]
52,audi_prompt1,Logos,cars,4,2,2,ok,exact,-18.240509033203125,-18.240509033203125,-18.240509033203125,0.019796408712863922,0.019796408712863922,1,[17],[-18.240509033203125]
52,audi_prompt1,Logos,cars,4,3,3,ok,exact,-14.439726829528809,-14.439726829528809,-14.439726829528809,0.019796408712863922,0.019796408712863922,1,[18],[-14.439726829528809]
52,audi_prompt1,Logos,cars,4,4,4,ok,exact,-10.260039329528809,-10.260039329528809,-10.260039329528809,0.019796408712863922,0.019796408712863922,1,[19],[-10.260039329528809]
52,audi_prompt1,Logos,cars,4,5,5,ok,exact,-16.260040283203125,-16.260040283203125,-16.260040283203125,0.019796408712863922,0.019796408712863922,1,[20],[-16.260040283203125]
52,audi_prompt1,Logos,cars,4,6,6,ok,exact,-16.252227783203125,-16.252227783203125,-16.252227783203125,0.019796408712863922,0.019796408712863922,1,[21],[-16.252227783203125]
54,audi_prompt1,Logos,cars,4,2,2,ok,exact,-17.452186584472656,-17.452186584472656,-17.452186584472656,0.02561262622475624,0.02561262622475624,1,[17],[-17.452186584472656]
54,audi_prompt1,Logos,cars,4,3,3,ok,exact,-13.401405334472656,-13.401405334472656,-13.401405334472656,0.02561262622475624,0.02561262622475624,1,[18],[-13.401405334472656]
54,audi_prompt1,Logos,cars,4,4,4,ok,exact,-9.940467834472656,-9.940467834472656,-9.940467834472656,0.02561262622475624,0.02561262622475624,1,[19],[-9.940467834472656]
54,audi_prompt1,Logos,cars,4,5,5,ok,exact,-15.565467834472656,-15.565467834472656,-15.565467834472656,0.02561262622475624,0.02561262622475624,1,[20],[-15.565467834472656]
54,audi_prompt1,Logos,cars,4,6,6,ok,exact,-15.667030334472656,-15.667030334472656,-15.667030334472656,0.02561262622475624,0.02561262622475624,1,[21],[-15.667030334472656]
56,audi_prompt1,Logos,cars,4,2,2,ok,exact,-17.275848388671875,-17.275848388671875,-17.275848388671875,0.021517183631658554,0.021517183631658554,1,[17],[-17.275848388671875]
