idx,ID,image_path,topic,sub_topic,question_type,type_of_question,prompt,prompt_used_for_generation,ground_truth,ground_truth_raw,ground_truth_num,model_answer,pred_norm,gt_norm,pred_num,correct_exact,correct_numeric,generation_error,run_mode,fallback_used,original_error_before_fallback,image_resize_applied,max_image_side,original_image_width,original_image_height,processed_image_width,processed_image_height,input_ids_shape,pixel_values_shape,num_image_crops,expected_bias,proxy_bias_value,proxy_bias_definition,candidate_policy,candidate_set,num_candidates_attempted,num_candidates_scored,answer_step,detected_digit,detected_token_text,gold_seq_logprob,gold_avg_logprob,gold_char_logprob,gold_entropy_step1,gold_entropy_mean,gold_n_tokens,gold_span_mode,bias_seq_logprob,bias_avg_logprob,bias_char_logprob,bias_entropy_step1,bias_entropy_mean,bias_n_tokens,bias_span_mode,seq_margin,avg_margin,char_margin,gt_rank_seq,prefers_gold,prefers_gt_seq,entropy_candidates,entropy_step1,entropy_mean,generated_matches_proxy,full_hallucination,same_length,length_matched,relative_change,gt_minus_bias,direction,gold_uncond_avg_lp,bias_uncond_avg_lp,gold_uncond_char_lp,bias_uncond_char_lp,gold_pmi,bias_pmi,pmi_margin,prefers_gold_pmi,gold_char_pmi,bias_char_pmi,char_pmi_margin,prefers_gold_char_pmi,model,model_key,source_file,gt_num_eval,pred_num_eval,proxy_num_eval,correct_numeric_eval,sequence_outcome,prefers_gt_pmi,pmi_available,pmi_agrees_with_avg,margin_strength
152,hyena_prompt1,original_images/images/hyena.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,703.0,448.0,307.0,"(1, 1875)","(1, 3, 3, 384, 384)",3.0,2,2,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,0.0,4.0,4.0,-0.0813349783420562,-0.0813349783420562,-0.0813349783420562,0.3046701550483703,0.3046701550483703,1,exact,-5.581335067749023,-5.581335067749023,-5.581335067749023,0.3046701550483703,0.3046701550483703,1,exact,5.500000089406967,5.500000089406967,5.500000089406967,1,True,True,0.0352409146726131,0.0464403852820396,0.0464403852820396,False,False,True,True,1.0,2.0,GT>proxy,-7.884028911590576,-7.261958599090576,-7.884028911590576,-7.261958599090576,7.80269393324852,1.6806235313415527,6.122070401906967,True,7.80269393324852,1.6806235313415527,6.122070401906967,True,LLaVA-OV-7B,llava,llava_original_sequence_results_with_pmi.csv,4,4.0,2,True,correct,1.0,True,1.0,strong GT preference
154,ibex_prompt1,original_images/images/ibex.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,680.0,448.0,297.0,"(1, 1875)","(1, 3, 3, 384, 384)",3.0,2,2,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,0.0,4.0,4.0,-0.0738686695694923,-0.0738686695694923,-0.0738686695694923,0.2898591458797455,0.2898591458797455,1,exact,-6.183243751525879,-6.183243751525879,-6.183243751525879,0.2898591458797455,0.2898591458797455,1,exact,6.109375081956387,6.109375081956387,6.109375081956387,1,True,True,0.0267477706074714,0.0488523244857788,0.0488523244857788,False,False,True,True,1.0,2.0,GT>proxy,-7.884028911590576,-7.261958599090576,-7.884028911590576,-7.261958599090576,7.810160242021084,1.0787148475646973,6.731445394456387,True,7.810160242021084,1.0787148475646973,6.731445394456387,True,LLaVA-OV-7B,llava,llava_original_sequence_results_with_pmi.csv,4,4.0,2,True,correct,1.0,True,1.0,strong GT preference
156,ibis_prompt1,original_images/images/ibis.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2,2.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,680.0,448.0,297.0,"(1, 1875)","(1, 3, 3, 384, 384)",3.0,1,1,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[0, 1, 2, 3, 4]",5,5,0.0,2.0,2.0,-0.0233581829816102,-0.0233581829816102,-0.0233581829816102,0.1342235654592514,0.1342235654592514,1,exact,-6.038983345031738,-6.038983345031738,-6.038983345031738,0.1342235654592514,0.1342235654592514,1,exact,6.015625162050128,6.015625162050128,6.015625162050128,1,True,True,0.0460731610655784,0.059711392968893,0.059711392968893,False,False,True,True,1.0,1.0,GT>proxy,-7.261958599090576,-6.588130474090576,-7.261958599090576,-6.588130474090576,7.238600416108966,0.5491471290588379,6.689453287050128,True,7.238600416108966,0.5491471290588379,6.689453287050128,True,LLaVA-OV-7B,llava,llava_original_sequence_results_with_pmi.csv,2,2.0,1,True,correct,1.0,True,1.0,strong GT preference
158,impala_prompt1,original_images/images/impala.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:10,True,448.0,1024.0,785.0,448.0,343.0,"(1, 1767)","(1, 3, 3, 384, 384)",3.0,2,2,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,0.0,4.0,4.0,-0.0264603253453969,-0.0264603253453969,-0.0264603253453969,0.1384463608264923,0.1384463608264923,1,exact,-6.07333517074585,-6.07333517074585,-6.07333517074585,0.1384463608264923,0.1384463608264923,1,exact,6.046874845400453,6.046874845400453,6.046874845400453,1,True,True,0.0217500943690538,0.0353583991527557,0.0353583991527557,False,False,True,True,1.0,2.0,GT>proxy,-7.884028911590576,-7.261958599090576,-7.884028911590576,-7.261958599090576,7.857568586245179,1.1886234283447266,6.668945157900453,True,7.857568586245179,1.1886234283447266,6.668945157900453,True,LLaVA-OV-7B,llava,llava_original_sequence_results_with_pmi.csv,4,4.0,2,True,correct,1.0,True,1.0,strong GT preference
160,indian_rhinoceros_prompt1,original_images/images/indian rhinoceros.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:10,True,448.0,1024.0,816.0,448.0,357.0,"(1, 1713)","(1, 3, 3, 384, 384)",3.0,2,2,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,0.0,4.0,4.0,-0.0357533618807792,-0.0357533618807792,-0.0357533618807792,0.1839588582515716,0.1839588582515716,1,exact,-5.59825325012207,-5.59825325012207,-5.59825325012207,0.1839588582515716,0.1839588582515716,1,exact,5.562499888241291,5.562499888241291,5.562499888241291,1,True,True,0.038232646882534,0.0633015781641006,0.0633015781641006,False,False,True,True,1.0,2.0,GT>proxy,-7.884028911590576,-7.261958599090576,-7.884028911590576,-7.261958599090576,7.848275549709797,1.663705348968506,6.184570200741291,True,7.848275549709797,1.663705348968506,6.184570200741291,True,LLaVA-OV-7B,llava,llava_original_sequence_results_with_pmi.csv,4,4.0,2,True,correct,1.0,True,1.0,strong GT preference
162,jackal_prompt1,original_images/images/jackal.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,681.0,448.0,297.0,"(1, 1875)","(1, 3, 3, 384, 384)",3.0,2,2,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,0.0,4.0,4.0,-0.1524064540863037,-0.1524064540863037,-0.1524064540863037,0.4316412806510925,0.4316412806510925,1,exact,-6.683656692504883,-6.683656692504883,-6.683656692504883,0.4316412806510925,0.4316412806510925,1,exact,6.531250238418579,6.531250238418579,6.531250238418579,1,True,True,0.0180645305663347,0.0273894276469945,0.0273894276469945,False,False,True,True,1.0,2.0,GT>proxy,-7.884028911590576,-7.261958599090576,-7.884028911590576,-7.261958599090576,7.731622457504272,0.5783019065856934,7.153320550918579,True,7.731622457504272,0.5783019065856934,7.153320550918579,True,LLaVA-OV-7B,llava,llava_original_sequence_results_with_pmi.csv,4,4.0,2,True,correct,1.0,True,1.0,strong GT preference
164,jaguar_prompt1,original_images/images/jaguar.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,491.0,448.0,214.0,"(1, 2143)","(1, 3, 3, 384, 384)",3.0,2,2,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,0.0,4.0,4.0,-0.3150204122066498,-0.3150204122066498,-0.3150204122066498,0.62668377161026,0.62668377161026,1,exact,-6.315020561218262,-6.315020561218262,-6.315020561218262,0.62668377161026,0.62668377161026,1,exact,6.000000149011612,6.000000149011612,6.000000149011612,1,True,True,0.0313921608030796,0.0486922301352024,0.0486922301352024,False,False,True,True,1.0,2.0,GT>proxy,-7.884028911590576,-7.261958599090576,-7.884028911590576,-7.261958599090576,7.569008499383926,0.9469380378723145,6.622070461511612,True,7.569008499383926,0.9469380378723145,6.622070461511612,True,LLaVA-OV-7B,llava,llava_original_sequence_results_with_pmi.csv,4,4.0,2,True,correct,1.0,True,1.0,strong GT preference
166,kudu_prompt1,original_images/images/kudu.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:10,True,448.0,1024.0,784.0,448.0,343.0,"(1, 1767)","(1, 3, 3, 384, 384)",3.0,2,2,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,0.0,4.0,4.0,-0.0272921565920114,-0.0272921565920114,-0.0272921565920114,0.1436016261577606,0.1436016261577606,1,exact,-5.996042251586914,-5.996042251586914,-5.996042251586914,0.1436016261577606,0.1436016261577606,1,exact,5.968750094994903,5.968750094994903,5.968750094994903,1,True,True,0.0258449669927358,0.0393682420253753,0.0393682420253753,False,False,True,True,1.0,2.0,GT>proxy,-7.884028911590576,-7.261958599090576,-7.884028911590576,-7.261958599090576,7.856736754998565,1.265916347503662,6.590820407494903,True,7.856736754998565,1.265916347503662,6.590820407494903,True,LLaVA-OV-7B,llava,llava_original_sequence_results_with_pmi.csv,4,4.0,2,True,correct,1.0,True,1.0,strong GT preference
168,lapwing_prompt1,original_images/images/lapwing.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2,2.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,680.0,448.0,297.0,"(1, 1875)","(1, 3, 3, 384, 384)",3.0,1,1,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[0, 1, 2, 3, 4]",5,5,0.0,2.0,2.0,-0.0570251569151878,-0.0570251569151878,-0.0570251569151878,0.2436046302318573,0.2436046302318573,1,exact,-5.338274955749512,-5.338274955749512,-5.338274955749512,0.2436046302318573,0.2436046302318573,1,exact,5.281249798834324,5.281249798834324,5.281249798834324,1,True,True,0.0423847921192646,0.0418853722512722,0.0418853722512722,False,False,True,True,1.0,1.0,GT>proxy,-7.261958599090576,-6.588130474090576,-7.261958599090576,-6.588130474090576,7.204933442175388,1.2498555183410645,5.955077923834324,True,7.204933442175388,1.2498555183410645,5.955077923834324,True,LLaVA-OV-7B,llava,llava_original_sequence_results_with_pmi.csv,2,2.0,1,True,correct,1.0,True,1.0,strong GT preference
170,leopard_prompt1,original_images/images/leopard.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,510.0,448.0,223.0,"(1, 2253)","(1, 3, 3, 384, 384)",3.0,2,2,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,0.0,4.0,4.0,-0.533652663230896,-0.533652663230896,-0.533652663230896,0.7119860649108887,0.7119860649108887,1,exact,-6.6274027824401855,-6.6274027824401855,-6.6274027824401855,0.7119860649108887,0.7119860649108887,1,exact,6.0937501192092896,6.0937501192092896,6.0937501192092896,1,True,True,0.0268923193216323,0.0401097685098648,0.0401097685098648,False,False,True,True,1.0,2.0,GT>proxy,-7.884028911590576,-7.261958599090576,-7.884028911590576,-7.261958599090576,7.35037624835968,0.6345558166503906,6.7158204317092896,True,7.35037624835968,0.6345558166503906,6.7158204317092896,True,LLaVA-OV-7B,llava,llava_original_sequence_results_with_pmi.csv,4,4.0,2,True,correct,1.0,True,1.0,strong GT preference
172,lion_prompt1,original_images/images/lion.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:10,True,448.0,1024.0,943.0,448.0,412.0,"(1, 3518)","(1, 5, 3, 384, 384)",5.0,2,2,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,0.0,4.0,4.0,-0.1690388917922973,-0.1690388917922973,-0.1690388917922973,0.4732574224472046,0.4732574224472046,1,exact,-5.903413772583008,-5.903413772583008,-5.903413772583008,0.4732574224472046,0.4732574224472046,1,exact,5.7343748807907104,5.7343748807907104,5.7343748807907104,1,True,True,0.0350221656262874,0.0401396639645099,0.0401396639645099,False,False,True,True,1.0,2.0,GT>proxy,-7.884028911590576,-7.261958599090576,-7.884028911590576,-7.261958599090576,7.714990019798279,1.3585448265075684,6.3564451932907104,True,7.714990019798279,1.3585448265075684,6.3564451932907104,True,LLaVA-OV-7B,llava,llava_original_sequence_results_with_pmi.csv,4,4.0,2,True,correct,1.0,True,1.0,strong GT preference
174,llama_prompt1,original_images/images/llama.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,706.0,448.0,308.0,"(1, 1875)","(1, 3, 3, 384, 384)",3.0,2,2,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,0.0,4.0,4.0,-0.0098198913037776,-0.0098198913037776,-0.0098198913037776,0.0707591250538826,0.0707591250538826,1,exact,-6.181694984436035,-6.181694984436035,-6.181694984436035,0.0707591250538826,0.0707591250538826,1,exact,6.1718750931322575,6.1718750931322575,6.1718750931322575,1,True,True,0.0244544688612222,0.036456786096096,0.036456786096096,False,False,True,True,1.0,2.0,GT>proxy,-7.884028911590576,-7.261958599090576,-7.884028911590576,-7.261958599090576,7.8742090202867985,1.080263614654541,6.7939454056322575,True,7.8742090202867985,1.080263614654541,6.7939454056322575,True,LLaVA-OV-7B,llava,llava_original_sequence_results_with_pmi.csv,4,4.0,2,True,correct,1.0,True,1.0,strong GT preference
176,lynx_prompt1,original_images/images/lynx.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,680.0,448.0,297.0,"(1, 1875)","(1, 3, 3, 384, 384)",3.0,2,2,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,0.0,4.0,4.0,-0.4039862155914306,-0.4039862155914306,-0.4039862155914306,0.7127416133880615,0.7127416133880615,1,exact,-5.232110977172852,-5.232110977172852,-5.232110977172852,0.7127416133880615,0.7127416133880615,1,exact,4.828124761581421,4.828124761581421,4.828124761581421,1,True,True,0.0793355405330658,0.0918231159448623,0.0918231159448623,False,False,True,True,1.0,2.0,GT>proxy,-7.884028911590576,-7.261958599090576,-7.884028911590576,-7.261958599090576,7.4800426959991455,2.0298476219177246,5.450195074081421,True,7.4800426959991455,2.0298476219177246,5.450195074081421,True,LLaVA-OV-7B,llava,llava_original_sequence_results_with_pmi.csv,4,4.0,2,True,correct,1.0,True,1.0,strong GT preference
178,maned_wolf_prompt1,original_images/images/maned wolf.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,680.0,448.0,297.0,"(1, 1875)","(1, 3, 3, 384, 384)",3.0,2,2,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,0.0,4.0,4.0,-0.0554949678480625,-0.0554949678480625,-0.0554949678480625,0.2374840527772903,0.2374840527772903,1,exact,-5.883619785308838,-5.883619785308838,-5.883619785308838,0.2374840527772903,0.2374840527772903,1,exact,5.828124817460775,5.828124817460775,5.828124817460775,1,True,True,0.0303559675812721,0.0489223711192607,0.0489223711192607,False,False,True,True,1.0,2.0,GT>proxy,-7.884028911590576,-7.261958599090576,-7.884028911590576,-7.261958599090576,7.828533943742514,1.3783388137817385,6.450195129960775,True,7.828533943742514,1.3783388137817385,6.450195129960775,True,LLaVA-OV-7B,llava,llava_original_sequence_results_with_pmi.csv,4,4.0,2,True,correct,1.0,True,1.0,strong GT preference
180,maserati_prompt1,original_images/images/maserati_black_convertible_0.png,Logos,cars,Counting/Illusion,Counting/Illusion,"How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,3,4,4,3,4.0,False,False,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,765.0,448.0,334.0,"(1, 1772)","(1, 3, 3, 384, 384)",3.0,4,4,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[1, 2, 3, 4, 5]",5,5,0.0,4.0,4.0,-1.6882468461990356,-1.6882468461990356,-1.6882468461990356,1.51838481426239,1.51838481426239,1,exact,-0.8913718461990356,-0.8913718461990356,-0.8913718461990356,1.51838481426239,1.51838481426239,1,exact,-0.796875,-0.796875,-0.796875,2,False,False,1.0443906784057615,1.6182119846343994,1.6182119846343994,True,False,True,True,0.25,-1.0,GT<proxy,-7.756099224090576,-7.884028911590576,-7.756099224090576,-7.884028911590576,6.0678523778915405,6.9926570653915405,-0.9248046875,False,6.0678523778915405,6.9926570653915405,-0.9248046875,False,LLaVA-OV-7B,llava,llava_original_sequence_results_with_pmi.csv,3,4.0,4,False,proxy_confusion,0.0,True,1.0,weak proxy preference
182,maserati_prompt1,original_images/images/maserati_black_coupe_0.png,Logos,cars,Counting/Illusion,Counting/Illusion,"How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,3,3,3,3,3.0,True,True,,resized_fallback,True,too_many_image_crops_original:13,True,448.0,1380.0,908.0,447.0,294.0,"(1, 1934)","(1, 3, 3, 384, 384)",3.0,4,4,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[1, 2, 3, 4, 5]",5,5,0.0,3.0,3.0,-0.8920065760612488,-0.8920065760612488,-0.8920065760612488,1.5034360885620115,1.5034360885620115,1,exact,-1.1420066356658936,-1.1420066356658936,-1.1420066356658936,1.5034360885620115,1.5034360885620115,1,exact,0.2500000596046448,0.2500000596046448,0.2500000596046448,1,True,True,1.0090062618255615,1.2832139730453491,1.2832139730453491,False,False,True,True,0.25,-1.0,GT<proxy,-7.756099224090576,-7.884028911590576,-7.756099224090576,-7.884028911590576,6.864092648029327,6.742022275924683,0.1220703721046447,True,6.864092648029327,6.742022275924683,0.1220703721046447,True,LLaVA-OV-7B,llava,llava_original_sequence_results_with_pmi.csv,3,3.0,4,True,correct,1.0,True,1.0,weak GT preference
184,maserati_prompt1,original_images/images/maserati_black_sedan_0.png,Logos,cars,Counting/Illusion,Counting/Illusion,"How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,3,4,4,3,4.0,False,False,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,680.0,448.0,297.0,"(1, 1880)","(1, 3, 3, 384, 384)",3.0,4,4,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[1, 2, 3, 4, 5]",5,5,0.0,4.0,4.0,-2.6041622161865234,-2.6041622161865234,-2.6041622161865234,1.336215853691101,1.336215853691101,1,exact,-1.026037335395813,-1.026037335395813,-1.026037335395813,1.336215853691101,1.336215853691101,1,exact,-1.5781248807907104,-1.5781248807907104,-1.5781248807907104,2,False,False,0.820689857006073,1.534460186958313,1.534460186958313,True,False,True,True,0.25,-1.0,GT<proxy,-7.756099224090576,-7.884028911590576,-7.756099224090576,-7.884028911590576,5.151937007904053,6.857991576194763,-1.7060545682907104,False,5.151937007904053,6.857991576194763,-1.7060545682907104,False,LLaVA-OV-7B,llava,llava_original_sequence_results_with_pmi.csv,3,4.0,4,False,proxy_confusion,0.0,True,1.0,weak proxy preference
186,maserati_prompt1,original_images/images/maserati_black_sports car_0.png,Logos,cars,Counting/Illusion,Counting/Illusion,"How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,3,4,4,3,4.0,False,False,,resized_fallback,True,too_many_image_crops_original:13,True,448.0,1268.0,834.0,448.0,294.0,"(1, 1934)","(1, 3, 3, 384, 384)",3.0,4,4,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[1, 2, 3, 4, 5]",5,5,0.0,4.0,4.0,-1.8962690830230715,-1.8962690830230715,-1.8962690830230715,1.294714093208313,1.294714093208313,1,exact,-0.5837690234184265,-0.5837690234184265,-0.5837690234184265,1.294714093208313,1.294714093208313,1,exact,-1.3125000596046448,-1.3125000596046448,-1.3125000596046448,2,False,False,0.753381073474884,1.3392547369003296,1.3392547369003296,True,False,True,True,0.25,-1.0,GT<proxy,-7.756099224090576,-7.884028911590576,-7.756099224090576,-7.884028911590576,5.859830141067505,7.30025988817215,-1.4404297471046448,False,5.859830141067505,7.30025988817215,-1.4404297471046448,False,LLaVA-OV-7B,llava,llava_original_sequence_results_with_pmi.csv,3,4.0,4,False,proxy_confusion,0.0,True,1.0,weak proxy preference
188,maserati_prompt1,original_images/images/maserati_black_suv_0.png,Logos,cars,Counting/Illusion,Counting/Illusion,"How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,3,4,4,3,4.0,False,False,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,678.0,448.0,296.0,"(1, 1880)","(1, 3, 3, 384, 384)",3.0,4,4,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[1, 2, 3, 4, 5]",5,5,0.0,4.0,4.0,-3.2862391471862797,-3.2862391471862797,-3.2862391471862797,1.0933579206466677,1.0933579206466677,1,exact,-1.2237392663955688,-1.2237392663955688,-1.2237392663955688,1.0933579206466677,1.0933579206466677,1,exact,-2.0624998807907104,-2.0624998807907104,-2.0624998807907104,2,False,False,0.7156398892402649,1.5318429470062256,1.5318429470062256,True,False,True,True,0.25,-1.0,GT<proxy,-7.756099224090576,-7.884028911590576,-7.756099224090576,-7.884028911590576,4.469860076904297,6.660289645195007,-2.1904295682907104,False,4.469860076904297,6.660289645195007,-2.1904295682907104,False,LLaVA-OV-7B,llava,llava_original_sequence_results_with_pmi.csv,3,4.0,4,False,proxy_confusion,0.0,True,1.0,strong proxy preference
190,maserati_prompt1,original_images/images/maserati_gray_convertible_0.png,Logos,cars,Counting/Illusion,Counting/Illusion,"How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,3,4,4,3,4.0,False,False,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,765.0,448.0,334.0,"(1, 1772)","(1, 3, 3, 384, 384)",3.0,4,4,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[1, 2, 3, 4, 5]",5,5,0.0,4.0,4.0,-2.357566595077514,-2.357566595077514,-2.357566595077514,1.47786545753479,1.47786545753479,1,exact,-0.7794415950775146,-0.7794415950775146,-0.7794415950775146,1.47786545753479,1.47786545753479,1,exact,-1.578125,-1.578125,-1.578125,2,False,False,0.9624496698379515,1.498370885848999,1.498370885848999,True,False,True,True,0.25,-1.0,GT<proxy,-7.756099224090576,-7.884028911590576,-7.756099224090576,-7.884028911590576,5.3985326290130615,7.1045873165130615,-1.7060546875,False,5.3985326290130615,7.1045873165130615,-1.7060546875,False,LLaVA-OV-7B,llava,llava_original_sequence_results_with_pmi.csv,3,4.0,4,False,proxy_confusion,0.0,True,1.0,weak proxy preference
