model,ID,topic,sub_topic,avg_margin,pmi_margin,prefers_gt_seq,prefers_gt_pmi,sequence_outcome,correct_numeric_eval,generated_matches_proxy,margin_token,entropy_token,prefers_gt_token,outcome,token_seq_agree,agreement_type
LLaVA-OV-7B,turkey_prompt1,Animals,animal,4.265625111758709,3.643554799258709,True,1.0,correct,True,False,4.062499864026904,0.1519104391336441,True,correct,True,both prefer GT
LLaVA-OV-7B,warthog_prompt1,Animals,animal,6.390625214204192,7.012695526704192,True,1.0,correct,True,False,6.546875237021595,0.0345432944595813,True,correct,True,both prefer GT
LLaVA-OV-7B,water_buffalo_prompt1,Animals,animal,6.078124821186066,6.700195133686066,True,1.0,correct,True,False,6.499999772757292,0.0691273510456085,True,correct,True,both prefer GT
LLaVA-OV-7B,wild_boar_prompt1,Animals,animal,6.500000150874257,7.122070463374257,True,1.0,correct,True,False,6.609375232830644,0.0431646332144737,True,correct,True,both prefer GT
LLaVA-OV-7B,wildebeest_prompt1,Animals,animal,6.867187328636646,7.489257641136646,True,1.0,correct,True,False,7.109375002793968,0.0383560769259929,True,correct,True,both prefer GT
LLaVA-OV-7B,yak_prompt1,Animals,animal,5.437499932944775,6.059570245444775,True,1.0,correct,True,False,5.781250045634806,0.0888966470956802,True,correct,True,both prefer GT
LLaVA-OV-7B,zebra_prompt1,Animals,animal,6.999999992549419,7.622070305049419,True,1.0,correct,True,False,7.359375068452209,0.0459579117596149,True,correct,True,both prefer GT
LLaVA-OV-7B,adidas_prompt1,Logos,shoes,5.3749998807907104,5.8691405057907104,True,1.0,correct,True,False,5.749999810941517,0.1136202439665794,True,correct,True,both prefer GT
LLaVA-OV-7B,nike_prompt1,Logos,shoes,0.4375,-0.73046875,True,0.0,correct,True,False,0.171875,2.01967453956604,True,correct,True,both prefer GT
LLaVA-OV-7B,chess_grid_standard_notitle_px1152_Q1,Game Boards,Chess Grid,1.2074490189552307,5.165762007236481,True,1.0,correct,True,False,1.8906249105930328,1.011180400848389,True,correct,True,both prefer GT
LLaVA-OV-7B,sudoku_grid_standard_notitle_px1152_Q1,Game Boards,Sudoku Grid,2.644501119852066,6.597443014383316,True,1.0,correct,True,False,5.796875201165676,0.3438733518123626,True,correct,True,both prefer GT
Qwen2.5-VL-3B,flag_of_australia_prompt1,Flags,flags,-1.21875,-0.61718797683716,False,0.0,other_numeric_error,False,False,-0.25,1.6132100820541382,False,proxy confusion,True,both prefer proxy
Qwen2.5-VL-3B,flag_of_burundi_prompt1,Flags,flags,2.53125,4.4765625,True,1.0,correct,True,False,3.4999999701976776,0.2281105518341064,True,correct,True,both prefer GT
Qwen2.5-VL-3B,flag_of_china_prompt1,Flags,flags,1.859375,1.2578129768371582,True,1.0,correct,True,False,3.1874999701976776,0.4185038208961487,True,correct,True,both prefer GT
Qwen2.5-VL-3B,flag_of_comoros_prompt1,Flags,flags,0.546875,0.140625,True,1.0,correct,True,False,-0.078125,1.3875035047531128,False,proxy confusion,False,sequence GT / token proxy
Qwen2.5-VL-3B,flag_of_cuba_prompt1,Flags,flags,-2.984375,-3.265625,False,0.0,proxy_confusion,False,True,-3.906250193715096,0.6493160724639893,False,proxy confusion,True,both prefer proxy
Qwen2.5-VL-3B,flag_of_greece_prompt1,Flags,flags,-3.537654757499695,0.5700869560241699,False,1.0,other_numeric_error,False,False,-0.5416660308837891,1.580836296081543,False,other numeric error,True,both prefer proxy
Qwen2.5-VL-3B,flag_of_grenada_prompt1,Flags,flags,-0.578125,-0.6015624999999982,False,0.0,proxy_confusion,False,True,-0.78125,1.5509731769561768,False,proxy confusion,True,both prefer proxy
Qwen2.5-VL-3B,flag_of_new_zealand_prompt1,Flags,flags,1.78125,1.375,True,1.0,correct,True,False,2.437500014901161,0.5446704030036926,True,correct,True,both prefer GT
Qwen2.5-VL-3B,flag_of_singapore_prompt1,Flags,flags,0.5,-0.1015620231628418,True,0.0,correct,True,False,0.28125,1.000492811203003,True,correct,True,both prefer GT
Qwen2.5-VL-3B,flag_of_thailand_prompt1,Flags,flags,0.359375,0.484375,True,1.0,correct,True,False,0.671875,1.082964301109314,True,correct,True,both prefer GT
Qwen2.5-VL-3B,flag_of_uruguay_prompt1,Flags,flags,-6.511525601148605,-2.4037838876247406,False,0.0,other_numeric_error,False,False,-2.1011905670166016,1.0738937854766846,False,other numeric error,True,both prefer proxy
Qwen2.5-VL-3B,flag_of_venezuela_prompt1,Flags,flags,-3.46055306494236,0.6393761485815048,False,1.0,correct,True,False,3.015625089406967,0.7176592946052551,True,correct,False,sequence proxy / token GT
Qwen2.5-VL-3B,flag_of_zimbabwe_prompt1,Flags,flags,-1.8125,-1.1875004768371582,False,0.0,proxy_confusion,False,True,-1.8593750596046448,1.6087652444839478,False,proxy confusion,True,both prefer proxy
Qwen2.5-VL-3B,flag_of_the_philippines_prompt1,Flags,flags,-1.109375,-0.7109374999999982,False,0.0,correct,True,False,0.75,1.1670531034469604,True,correct,False,sequence proxy / token GT
Qwen2.5-VL-3B,african_elephant_prompt1,Animals,animal,6.359374523162842,5.6328125,True,1.0,correct,True,False,8.265625457046553,0.0113791590556502,True,correct,True,both prefer GT
Qwen2.5-VL-3B,african_wild_dog_prompt1,Animals,animal,6.09375,5.36718797683716,True,1.0,correct,True,False,6.671875085681677,0.0576761960983276,True,correct,True,both prefer GT
Qwen2.5-VL-3B,alpaca_prompt1,Animals,animal,5.65625,4.929687976837158,True,1.0,correct,True,False,7.750000040512532,0.0110988030210137,True,correct,True,both prefer GT
Qwen2.5-VL-3B,antelope_prompt1,Animals,animal,4.484374523162842,3.7578125,True,1.0,correct,True,False,5.531250042840838,0.0722711086273193,True,correct,True,both prefer GT
Qwen2.5-VL-3B,arctic_fox_prompt1,Animals,animal,6.125000476837158,5.398438453674316,True,1.0,correct,True,False,6.718749990221113,0.0419861823320388,True,correct,True,both prefer GT
Qwen2.5-VL-3B,asian_elephant_prompt1,Animals,animal,6.734375,6.00781297683716,True,1.0,correct,True,False,8.609374626947101,0.0088508669286966,True,correct,True,both prefer GT
Qwen2.5-VL-3B,audi_prompt1,Logos,cars,3.640625,3.234375,True,1.0,correct,True,False,4.171875214204192,0.1258624345064163,True,correct,True,both prefer GT
Qwen2.5-VL-3B,avocet_prompt1,Animals,animal,2.75,4.296875,True,1.0,correct,True,False,7.23437479196582,0.0122171118855476,True,correct,True,both prefer GT
Qwen2.5-VL-3B,bactrian_camel_prompt1,Animals,animal,3.734374523162842,3.0078125,True,1.0,correct,True,False,6.515624791383743,0.0333044230937957,True,correct,True,both prefer GT
Qwen2.5-VL-3B,bighorn_sheep_prompt1,Animals,animal,5.531250476837158,4.804688453674316,True,1.0,correct,True,False,7.062500125961378,0.0185847878456115,True,correct,True,both prefer GT
Qwen2.5-VL-3B,bison_prompt1,Animals,animal,5.59375,4.867187976837158,True,1.0,correct,True,False,8.000000129104592,0.0090776225551962,True,correct,True,both prefer GT
Qwen2.5-VL-3B,bobcat_prompt1,Animals,animal,5.0,4.273437976837158,True,1.0,correct,True,False,5.515624906867743,0.2242838889360427,True,correct,True,both prefer GT
Qwen2.5-VL-3B,buffalo_prompt1,Animals,animal,5.796875476837158,5.070313453674316,True,1.0,correct,True,False,8.109374654304702,0.0091618401929736,True,correct,True,both prefer GT
Qwen2.5-VL-3B,camel_prompt1,Animals,animal,3.296875,2.570312976837158,True,1.0,correct,True,False,6.81249999627471,0.0248014368116855,True,correct,True,both prefer GT
Qwen2.5-VL-3B,caracal_prompt1,Animals,animal,4.921875,4.195312976837158,True,1.0,correct,True,False,5.640625142492354,0.0941298827528953,True,correct,True,both prefer GT
Qwen2.5-VL-3B,caribou_prompt1,Animals,animal,6.140624523162842,5.4140625,True,1.0,correct,True,False,7.54687522072345,0.0359095558524131,True,correct,True,both prefer GT
Qwen2.5-VL-3B,cassowary_prompt1,Animals,animal,1.3593745231628418,1.3671870231628418,True,1.0,correct,True,False,5.390624945983291,0.0397676974534988,True,correct,True,both prefer GT
Qwen2.5-VL-3B,cheetah_prompt1,Animals,animal,5.343750476837158,4.617188453674316,True,1.0,correct,True,False,6.421874850988388,0.1412063390016555,True,correct,True,both prefer GT
Qwen2.5-VL-3B,chicken_prompt1,Animals,animal,1.0625,1.0703125,True,1.0,correct,True,False,6.23437483375892,0.0261682998389005,True,correct,True,both prefer GT
Qwen2.5-VL-3B,cow_prompt1,Animals,animal,6.953125,6.226562976837158,True,1.0,correct,True,False,9.046874882245902,0.0054878867231309,True,correct,True,both prefer GT
Qwen2.5-VL-3B,coyote_prompt1,Animals,animal,6.625000476837158,5.898438453674316,True,1.0,correct,True,False,7.015624879859388,0.0340047143399715,True,correct,True,both prefer GT
Qwen2.5-VL-3B,crane_prompt1,Animals,animal,2.90625,2.9140625,True,1.0,correct,True,False,7.95312515750993,0.0109224338084459,True,correct,True,both prefer GT
Qwen2.5-VL-3B,deer_prompt1,Animals,animal,5.25,4.523437976837158,True,1.0,correct,True,False,6.203124877531081,0.0425339005887508,True,correct,True,both prefer GT
Qwen2.5-VL-3B,dingo_prompt1,Animals,animal,6.421875,5.695312976837156,True,1.0,correct,True,False,6.765624846331775,0.0552460066974163,True,correct,True,both prefer GT
Qwen2.5-VL-3B,domestic_cat_prompt1,Animals,animal,5.390625476837158,4.664063453674316,True,1.0,correct,True,False,5.687500124797225,0.0656075552105903,True,correct,True,both prefer GT
