idx,ID,image_path,topic,sub_topic,type_of_question,prompt,prompt_used_for_generation,ground_truth,ground_truth_num,model_answer,pred_norm,gt_norm,pred_num,correct_exact,correct_numeric,generation_error,run_mode,fallback_used,original_error_before_fallback,image_resize_applied,max_image_side,original_image_width,original_image_height,processed_image_width,processed_image_height,input_ids_shape,pixel_values_shape,num_image_crops,detected_digit,detected_token_text,answer_step,candidate_policy,candidate_set,valid_single_token_candidates,skipped_multitoken_candidates,gt_token_id,gt_token_variant,gt_logprob_token,proxy_bias_value,proxy_bias_token_id,proxy_bias_token_variant,proxy_bias_logprob_token,margin_token,prefers_gt_token,gt_rank_window_token,entropy_token,num_valid_single_token_candidates,num_skipped_multitoken_candidates,generated_matches_proxy,full_hallucination,model,model_key,source_file,task,gt_num_eval,pred_num_eval,proxy_num_eval,correct_numeric_eval,proxy_confusion,outcome
26,flag_of_uruguay_prompt1,original_images/images/Flag of Uruguay.png,Flags,flags,Counting/Illusion,"How many stripes are there in this flag? Answer with a number in curly brackets, e.g., {9}.","How many stripes are there in this flag? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",9,9,4,4,9,4.0,False,False,,original,False,,False,,768.0,512.0,768.0,512.0,"(1, 2749)","(1, 5, 3, 384, 384)",5.0,4,4,0,"GT±2, single-token only","[7, 8, 9, 10, 11]","[7, 8, 9]","[10, 11]",24,9,-4.462671279907227,7,22,7,-2.6657965183258057,-1.796874761581421,False,3,1.6544089317321775,3,2,False,True,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,9,4.0,7,False,False,other numeric error
30,flag_of_venezuela_prompt1,original_images/images/Flag of Venezuela.png,Flags,flags,Counting/Illusion,"How many stars are there in this flag? Answer with a number in curly brackets, e.g., {9}.","How many stars are there in this flag? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",8,8,8,8,8,8.0,True,True,,original,False,,False,,768.0,512.0,768.0,512.0,"(1, 2749)","(1, 5, 3, 384, 384)",5.0,8,8,0,"GT±2, single-token only","[6, 7, 8, 9, 10]","[6, 7, 8, 9]",[10],23,8,-0.4164721667766571,9,24,9,-1.6508471965789795,1.2343750298023224,True,1,1.012789249420166,4,1,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,8,8.0,9,True,False,correct
32,flag_of_zimbabwe_prompt1,original_images/images/Flag of Zimbabwe.png,Flags,flags,Counting/Illusion,"How many stripes are there in this flag? Answer with a number in curly brackets, e.g., {9}.","How many stripes are there in this flag? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",7,7,4,4,7,4.0,False,False,,original,False,,False,,768.0,512.0,768.0,512.0,"(1, 2749)","(1, 5, 3, 384, 384)",5.0,4,4,0,"GT±2, single-token only","[5, 6, 7, 8, 9]","[5, 6, 7, 8, 9]",[],22,7,-2.4024088382720947,5,20,5,-1.7774088382720947,-0.625,False,3,1.922245740890503,5,0,False,True,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,7,4.0,5,False,False,other numeric error
34,flag_of_the_philippines_prompt1,original_images/images/Flag of the Philippines.png,Flags,flags,Counting/Illusion,"How many stars are there in this flag? Answer with a number in curly brackets, e.g., {9}.","How many stars are there in this flag? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,4,4,3,4.0,False,False,,original,False,,False,,768.0,512.0,768.0,512.0,"(1, 2749)","(1, 5, 3, 384, 384)",5.0,4,4,0,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-2.204369068145752,4,19,4,-0.954369068145752,-1.25,False,2,1.848387360572815,5,0,True,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,3,4.0,4,False,True,proxy confusion
38,african_elephant_prompt1,original_images/images/african elephant.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,682.0,448.0,298.0,"(1, 1875)","(1, 3, 3, 384, 384)",3.0,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.005008412990719,2,17,2,-7.208133220672607,7.203124807681888,True,1,0.0416151657700538,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,4,4.0,2,True,False,correct
40,african_wild_dog_prompt1,original_images/images/african wild dog.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,680.0,448.0,297.0,"(1, 1875)","(1, 3, 3, 384, 384)",3.0,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.0038208591286092,2,17,2,-7.441320896148682,7.437500037020072,True,1,0.0318858958780765,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,4,4.0,2,True,False,correct
42,alpaca_prompt1,original_images/images/alpaca.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,708.0,448.0,309.0,"(1, 1875)","(1, 3, 3, 384, 384)",3.0,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.0037127865944057,2,17,2,-6.7068376541137695,6.703124867519364,True,1,0.03182078525424,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,4,4.0,2,True,False,correct
44,antelope_prompt1,original_images/images/antelope.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:10,True,448.0,1024.0,783.0,448.0,342.0,"(1, 1767)","(1, 3, 3, 384, 384)",3.0,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.0038982841651886,2,17,2,-6.769523143768311,6.765624859603122,True,1,0.0326636955142021,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,4,4.0,2,True,False,correct
46,arctic_fox_prompt1,original_images/images/arctic fox.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,740.0,448.0,323.0,"(1, 1821)","(1, 3, 3, 384, 384)",3.0,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.0063171703368425,2,17,2,-6.381317138671875,6.3749999683350325,True,1,0.0510912388563156,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,4,4.0,2,True,False,correct
48,asian_elephant_prompt1,original_images/images/asian elephant.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,630.0,448.0,275.0,"(1, 1983)","(1, 3, 3, 384, 384)",3.0,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.0058799628168344,2,17,2,-7.130879878997803,7.124999916180968,True,1,0.0482348799705505,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,4,4.0,2,True,False,correct
50,audi_prompt1,original_images/images/audi_black_convertible_0.png,Logos,cars,Counting/Illusion,"How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,766.0,448.0,335.0,"(1, 1772)","(1, 3, 3, 384, 384)",3.0,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.0150173129513859,3,18,3,-6.554080009460449,6.539062696509063,True,1,0.1065457239747047,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,4,4.0,3,True,False,correct
52,audi_prompt1,original_images/images/audi_black_coupe_0.png,Logos,cars,Counting/Illusion,"How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:10,True,448.0,1024.0,829.0,448.0,362.0,"(1, 1718)","(1, 3, 3, 384, 384)",3.0,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.0229034312069416,3,18,3,-5.0854034423828125,5.062500011175871,True,1,0.1485259979963302,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,4,4.0,3,True,False,correct
54,audi_prompt1,original_images/images/audi_black_hatchback_0.png,Logos,cars,Counting/Illusion,"How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,712.0,448.0,311.0,"(1, 1826)","(1, 3, 3, 384, 384)",3.0,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.020204683765769,3,18,3,-5.176454544067383,5.156249860301614,True,1,0.1375241130590438,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,4,4.0,3,True,False,correct
56,audi_prompt1,original_images/images/audi_black_sedan_0.png,Logos,cars,Counting/Illusion,"How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,680.0,448.0,297.0,"(1, 1880)","(1, 3, 3, 384, 384)",3.0,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.0226426478475332,3,18,3,-5.538267612457275,5.515624964609742,True,1,0.1494243144989013,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,4,4.0,3,True,False,correct
58,audi_prompt1,original_images/images/audi_black_suv_0.png,Logos,cars,Counting/Illusion,"How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,680.0,448.0,297.0,"(1, 1880)","(1, 3, 3, 384, 384)",3.0,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.0271847359836101,3,18,3,-4.839684963226318,4.812500227242708,True,1,0.1724685132503509,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,4,4.0,3,True,False,correct
60,audi_prompt1,original_images/images/audi_gray_convertible_0.png,Logos,cars,Counting/Illusion,"How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,679.0,448.0,297.0,"(1, 1880)","(1, 3, 3, 384, 384)",3.0,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.0614120475947856,3,18,3,-4.0301618576049805,3.968749810010195,True,1,0.3493435978889465,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,4,4.0,3,True,False,correct
62,audi_prompt1,original_images/images/audi_gray_coupe_0.png,Logos,cars,Counting/Illusion,"How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,764.0,448.0,334.0,"(1, 1772)","(1, 3, 3, 384, 384)",3.0,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.0289770253002643,3,18,3,-4.653976917266846,4.624999891966581,True,1,0.1795624196529388,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,4,4.0,3,True,False,correct
64,audi_prompt1,original_images/images/audi_gray_hatchback_0.png,Logos,cars,Counting/Illusion,"How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,680.0,448.0,297.0,"(1, 1880)","(1, 3, 3, 384, 384)",3.0,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.0134858777746558,3,18,3,-5.716610908508301,5.703125030733645,True,1,0.0987100973725318,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,4,4.0,3,True,False,correct
66,audi_prompt1,original_images/images/audi_gray_sedan_0.png,Logos,cars,Counting/Illusion,"How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,764.0,448.0,334.0,"(1, 1772)","(1, 3, 3, 384, 384)",3.0,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.0152063611894845,3,18,3,-5.624581336975098,5.609374975785613,True,1,0.1087177544832229,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,4,4.0,3,True,False,correct
68,audi_prompt1,original_images/images/audi_gray_suv_0.png,Logos,cars,Counting/Illusion,"How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,678.0,448.0,296.0,"(1, 1880)","(1, 3, 3, 384, 384)",3.0,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.032934334129095,3,18,3,-4.626684188842773,4.593749854713678,True,1,0.2048400193452835,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,4,4.0,3,True,False,correct
70,audi_prompt1,original_images/images/audi_white_convertible_0.png,Logos,cars,Counting/Illusion,"How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,764.0,448.0,334.0,"(1, 1772)","(1, 3, 3, 384, 384)",3.0,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.01135388109833,3,18,3,-6.417603969573975,6.406250088475645,True,1,0.0858213379979133,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,4,4.0,3,True,False,correct
72,audi_prompt1,original_images/images/audi_white_coupe_0.png,Logos,cars,Counting/Illusion,"How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:10,True,448.0,1024.0,834.0,448.0,364.0,"(1, 1718)","(1, 3, 3, 384, 384)",3.0,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.0204889941960573,3,18,3,-5.87986421585083,5.859375221654773,True,1,0.1403665989637375,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,4,4.0,3,True,False,correct
74,audi_prompt1,original_images/images/audi_white_hatchback_0.png,Logos,cars,Counting/Illusion,"How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,608.0,448.0,266.0,"(1, 2042)","(1, 3, 3, 384, 384)",3.0,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.0774695798754692,3,18,3,-4.436844348907471,4.3593747690320015,True,1,0.4131035506725311,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,4,4.0,3,True,False,correct
76,audi_prompt1,original_images/images/audi_white_sedan_0.png,Logos,cars,Counting/Illusion,"How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many overlapping circles are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,679.0,448.0,297.0,"(1, 1880)","(1, 3, 3, 384, 384)",3.0,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.0225956812500953,3,18,3,-5.897595882415772,5.875000201165676,True,1,0.1583382338285446,5,0,False,False,LLaVA-OV-7B,llava,llava_original_numeric_signal.csv,Counting,4,4.0,3,True,False,correct
